geoid_a,geoid_b,pax_ab,pax_ba,passengers
32003,42003,7284,7347,14631
36055,37119,7452,7151,14603
24003,45019,7459,7136,14595
17031,30031,7317,7272,14589
12011,53033,7192,7346,14538
21015,48201,7176,7348,14524
21015,26163,7160,7309,14469
01073,12095,7316,7132,14448
08031,20173,6885,7509,14394
06081,11001,7258,7110,14368
08037,48439,7308,7018,14326
12087,37119,7080,7222,14302
29189,53033,7056,7245,14301
04013,12011,7508,6786,14294
12095,34021,6978,7279,14257
33015,42101,7260,6958,14218
22051,25025,6821,7395,14216
48027,48439,7082,7118,14200
37051,37119,7035,7154,14189
12031,12086,7097,7085,14182
08031,26081,6896,7285,14181
22055,48201,7079,7082,14161
06059,34013,7383,6773,14156
06071,06081,7250,6874,14124
27053,38015,6964,7159,14123
26163,42003,7227,6816,14043
53033,53073,6382,7657,14039
13063,39153,6907,7115,14022
01101,13063,6863,7101,13964
04013,06083,7264,6681,13945
06037,39049,7055,6884,13939
06001,17031,7022,6889,13911
17031,46099,7015,6880,13895
17031,17161,6959,6934,13893
36081,45051,7283,6604,13887
12057,44003,6767,7106,13873
17031,55087,6758,7086,13844
48113,53033,7019,6788,13807
06081,06083,7068,6711,13779
11001,34013,6473,7283,13756
34013,45019,7240,6508,13748
06037,48141,6636,7105,13741
48439,51087,6645,7089,13734
04013,21015,6712,7005,13717
32003,53073,6357,7333,13690
34013,50007,6773,6908,13681
08031,21111,7050,6626,13676
21015,42101,6890,6774,13664
17031,26055,6505,7146,13651
29165,49035,6819,6774,13593
32003,48141,6628,6964,13592
06085,48201,7377,6204,13581
39049,42101,6546,7004,13550
09003,48439,6711,6776,13487
24003,36055,6584,6876,13460
22033,48201,6629,6792,13421
48201,55079,6717,6696,13413
06071,49035,6620,6739,13359
05007,17031,6754,6573,13327
13063,48141,6525,6770,13295
42101,53033,6710,6537,13247
41051,48113,6507,6684,13191
11001,53033,6297,6884,13181
30111,49035,6610,6535,13145
05119,48201,6434,6709,13143
13063,51003,6436,6702,13138
08031,19113,6444,6683,13127
19155,29189,6293,6820,13113
04013,46099,6561,6531,13092
41029,41051,6457,6608,13065
26163,39049,6341,6694,13035
06071,53033,6723,6302,13025
12057,36103,6174,6838,13012
34013,36029,6588,6418,13006
30029,49035,6672,6326,12998
29189,47037,6223,6753,12976
37119,39153,6412,6523,12935
13063,22017,6478,6377,12855
47037,53033,6228,6616,12844
17031,20173,6356,6460,12816
06037,21015,6392,6353,12745
45019,48201,6143,6599,12742
04013,04027,6496,6246,12742
32003,40109,6047,6692,12739
42101,51710,6658,6067,12725
06037,18097,6368,6354,12722
17031,38017,6166,6505,12671
41029,53033,6372,6258,12630
24003,42003,6568,6051,12619
06037,16001,6460,6129,12589
18097,42101,6243,6325,12568
27053,53063,6388,6164,12552
42003,51107,6289,6253,12542
06073,42101,6387,6153,12540
17031,40143,6589,5946,12535
37183,53033,6052,6474,12526
34013,39049,6458,6057,12515
26163,36029,5762,6746,12508
06073,48029,6509,5978,12487
12095,36067,5976,6473,12449
27053,37183,6081,6367,12448
12099,26163,5993,6435,12428
37119,51031,6164,6257,12421
08031,08067,6160,6250,12410
17031,56039,6071,6283,12354
42101,48453,6132,6203,12335
12033,37119,6073,6259,12332
16001,53063,6045,6283,12328
06081,22051,6314,6010,12324
17031,26049,5921,6393,12314
26163,36015,5949,6348,12297
22051,53033,5941,6329,12270
01089,48439,6043,6224,12267
11001,23005,6347,5892,12239
47037,55079,6325,5889,12214
06073,35001,6044,6165,12209
32031,53033,6073,6115,12188
11001,42101,6085,6063,12148
17031,27109,5850,6287,12137
41017,41051,5864,6273,12137
06067,06081,6447,5688,12135
45083,48439,6106,6022,12128
39035,42101,6059,6057,12116
04013,26081,6068,6040,12108
30063,53033,6241,5862,12103
17031,29077,6023,5929,11952
12001,37119,5940,5995,11935
22051,29189,5898,5968,11866
12081,36081,5852,5988,11840
39049,47037,5906,5871,11777
12011,36019,5157,6591,11748
12117,42077,5591,6147,11738
06037,08097,5771,5944,11715
39035,51107,5452,6261,11713
27053,38035,5801,5911,11712
06081,24003,6135,5572,11707
12091,37119,5731,5974,11705
19153,27053,5691,6012,11703
48029,49035,6562,5134,11696
27053,48453,6159,5532,11691
18097,24003,5935,5746,11681
22017,48439,5999,5659,11658
16019,49035,5884,5765,11649
47157,48113,6141,5505,11646
04013,37183,5909,5734,11643
08097,17031,5649,5985,11634
12057,21015,5838,5795,11633
11001,39035,5733,5898,11631
29189,39049,5882,5733,11615
39113,48439,6022,5591,11613
13063,29077,5821,5787,11608
17031,21067,5811,5767,11578
48439,51710,5631,5938,11569
09003,12099,5995,5546,11541
12011,36119,5482,6052,11534
26145,26163,5762,5759,11521
37049,37119,5755,5765,11520
05119,17031,5653,5853,11506
17031,18003,5482,5968,11450
29189,48453,5971,5478,11449
12081,34013,5512,5934,11446
45019,48439,5886,5554,11440
04013,06079,5747,5689,11436
47009,48439,5851,5563,11414
12099,34001,5660,5734,11394
06071,41051,5885,5503,11388
26081,37119,5703,5678,11381
17031,33015,4933,6410,11343
06083,08031,5858,5482,11340
08031,38017,5641,5683,11324
23005,34013,5645,5662,11307
40109,48113,5137,6164,11301
27053,27137,5450,5834,11284
19153,32003,5901,5381,11282
12057,53033,5470,5799,11269
12031,47037,5824,5443,11267
13063,54039,5527,5735,11262
12095,48029,5751,5497,11248
30063,49035,5659,5588,11247
06001,32031,5975,5269,11244
11001,21015,5462,5777,11239
21111,24003,5704,5533,11237
01073,48113,5809,5425,11234
21067,37119,5544,5682,11226
42003,47037,5968,5218,11186
12071,26081,5365,5819,11184
36001,42101,5639,5541,11180
29189,48029,5479,5668,11147
37119,42079,5382,5761,11143
35001,49035,5429,5698,11127
39049,51107,5610,5515,11125
42101,51087,5499,5600,11099
08031,30063,5587,5500,11087
29189,55079,5675,5398,11073
09003,27053,5425,5624,11049
06065,48201,5467,5561,11028
36081,37081,5583,5429,11012
01089,37119,5397,5610,11007
26163,39035,5885,5086,10971
16083,49035,5441,5501,10942
06001,48113,5475,5466,10941
29189,39035,5513,5417,10930
27053,38101,5327,5571,10898
34013,36055,5348,5539,10887
12117,26081,5025,5828,10853
12057,34001,5250,5548,10798
06001,53063,5308,5488,10796
06081,41039,4815,5978,10793
12103,26081,5161,5618,10779
12086,29189,5322,5448,10770
12009,37119,5441,5315,10756
04013,38017,5116,5618,10734
48439,48441,5211,5497,10708
37119,42077,5369,5333,10702
28121,48201,5344,5344,10688
04019,06073,5352,5311,10663
12095,51710,5367,5270,10637
13063,51700,5207,5384,10591
08041,17031,5424,5164,10588
06081,29189,5415,5151,10566
08031,46103,5301,5226,10527
04019,27053,5082,5445,10527
26055,26163,5312,5171,10483
06001,16001,4944,5536,10480
47037,48029,5350,5110,10460
12073,37119,5023,5425,10448
12095,21111,5213,5230,10443
19153,37119,5330,5110,10440
24003,48029,4977,5455,10432
17031,39153,5005,5420,10425
21015,25025,5566,4840,10406
37119,51700,5437,4964,10401
12033,47037,4914,5463,10377
12005,47037,5138,5225,10363
53033,53077,5074,5268,10342
42043,42101,5291,5043,10334
17031,17143,4929,5381,10310
29189,40109,5098,5212,10310
19153,29189,5011,5286,10297
17031,50007,4713,5580,10293
12095,47157,4861,5391,10252
27053,39035,5120,5118,10238
19153,26163,5326,4897,10223
05007,37119,4934,5268,10202
45063,48439,5054,5081,10135
06081,41029,4714,5382,10096
04013,49049,4820,5274,10094
17031,47009,5046,5040,10086
13051,48439,5005,5052,10057
26163,36067,4574,5453,10027
26163,36001,4615,5411,10026
05007,48201,4786,5226,10012
27053,39049,4960,5028,9988
06073,16001,5048,4915,9963
12086,42003,4987,4971,9958
06077,32003,5007,4933,9940
33015,37119,5111,4821,9932
37119,54039,4885,5037,9922
26163,44003,4946,4967,9913
48439,56039,5017,4886,9903
36119,37119,5023,4855,9878
17031,45083,4801,5075,9876
17031,18141,4897,4970,9867
06019,08031,4775,5063,9838
13063,18141,4880,4953,9833
13063,17113,5013,4813,9826
17031,48141,4692,5111,9803
11001,49035,4859,4940,9799
48439,55025,4774,5022,9796
51107,51710,4848,4938,9786
34013,36001,4899,4866,9765
30031,53033,4811,4933,9744
08037,17031,4955,4786,9741
22055,48439,4871,4866,9737
25025,45019,5096,4638,9734
24003,36081,4826,4906,9732
06067,16001,4952,4749,9701
25025,36055,4775,4921,9696
12015,21015,4903,4783,9686
13063,17161,4879,4794,9673
24003,29165,5563,4105,9668
37119,40143,4856,4792,9648
18097,51107,4877,4770,9647
19113,48439,4932,4714,9646
24003,49035,4427,5185,9612
26163,36055,4730,4876,9606
19155,37119,4774,4792,9566
08097,48439,4847,4718,9565
29189,49035,4834,4724,9558
49035,53021,4994,4557,9551
18097,25025,4655,4889,9544
26037,26163,4932,4601,9533
06001,35001,4881,4652,9533
13063,42077,4641,4850,9491
17031,26037,4498,4985,9483
08031,08085,4830,4639,9469
12011,55079,4645,4821,9466
06019,32003,4844,4618,9462
18097,53033,4558,4896,9454
12099,34021,4673,4773,9446
36029,42101,4684,4759,9443
48141,48453,4181,5259,9440
36081,48029,4569,4854,9423
05119,37119,4812,4606,9418
11001,42003,4753,4658,9411
27053,42003,4867,4504,9371
26081,48439,4779,4590,9369
04013,06053,4788,4568,9356
53033,53075,4565,4781,9346
20173,48201,4573,4765,9338
48113,49035,4439,4887,9326
12057,34021,4701,4624,9325
17031,37081,4578,4739,9317
21111,26163,4410,4899,9309
08037,13063,4689,4607,9296
12117,21015,4579,4683,9262
06081,39035,4709,4549,9258
13063,18003,4650,4605,9255
08031,08077,4659,4589,9248
25025,39049,4929,4318,9247
12095,42129,4466,4757,9223
08031,09003,4493,4720,9213
06081,21015,4844,4364,9208
04005,04013,4707,4471,9178
12005,48201,4472,4704,9176
12031,51107,4650,4522,9172
36055,42101,4601,4542,9143
37119,47163,4574,4568,9142
42101,50007,4536,4594,9130
12095,41051,4565,4562,9127
08085,48439,4437,4660,9097
27053,51107,4430,4659,9089
12117,47009,4536,4552,9088
48029,51107,4183,4897,9080
01073,12057,4449,4621,9070
05119,29189,4806,4251,9057
12086,51710,4459,4596,9055
11001,50007,4117,4898,9015
13063,22055,4651,4345,8996
06071,12095,4432,4563,8995
17031,36119,4461,4514,8975
04013,06029,4654,4305,8959
19153,48201,4521,4432,8953
27053,48061,4532,4411,8943
12081,25025,4345,4575,8920
42101,45019,4743,4176,8919
12117,36019,3780,5136,8916
01073,08031,4293,4607,8900
12057,33015,4383,4511,8894
29189,40143,4359,4529,8888
17031,55073,4135,4709,8844
12086,18097,4476,4356,8832
04019,49035,4630,4191,8821
48061,48439,4575,4245,8820
36081,47157,4230,4585,8815
06081,29165,4449,4355,8804
21111,32003,4447,4351,8798
36067,42101,4587,4196,8783
26163,33015,4302,4479,8781
27053,55009,4282,4452,8734
11001,33015,4170,4560,8730
48201,48303,4004,4725,8729
34013,51087,4360,4354,8714
47037,51107,4857,3850,8707
01097,48201,4203,4476,8679
06037,41029,4143,4533,8676
06067,37119,4487,4167,8654
32031,41051,4186,4464,8650
13051,17031,4253,4385,8638
17031,26077,4080,4558,8638
11001,32003,4543,4082,8625
06001,13063,4333,4275,8608
06085,16001,4392,4211,8603
48029,48141,4326,4254,8580
04019,06085,4210,4352,8562
06037,06097,4414,4142,8556
08031,38015,4312,4239,8551
26077,26163,4423,4127,8550
06019,53033,4256,4281,8537
34013,51710,4560,3972,8532
01089,11001,4223,4305,8528
06071,17031,4681,3845,8526
12087,34013,4038,4474,8512
12086,45019,4284,4222,8506
13051,34013,4326,4174,8500
06037,40109,4222,4258,8480
08031,56025,4277,4181,8458
24003,55079,4074,4366,8440
08031,08037,4240,4171,8411
35049,48439,4217,4190,8407
53017,53033,4331,4056,8387
04013,38015,4140,4243,8383
11001,55079,4429,3947,8376
27053,30111,4184,4187,8371
05119,08031,4216,4141,8357
48439,48451,4052,4296,8348
11001,47157,4156,4189,8345
04013,40143,4238,4103,8341
08077,48439,4099,4239,8338
34013,36067,4255,4050,8305
06073,12086,4079,4226,8305
26163,55009,4149,4135,8284
48029,53033,3881,4403,8284
49035,49053,4127,4155,8282
08041,48201,3937,4341,8278
12103,21015,3982,4275,8257
01045,13063,4072,4184,8256
04013,20173,4205,4048,8253
06067,48113,4091,4159,8250
06073,47037,4036,4203,8239
09003,12086,4148,4073,8221
17031,27137,3919,4290,8209
21067,48439,4012,4187,8199
28121,37119,3957,4229,8186
27053,27109,3847,4309,8156
23019,42101,4122,4025,8147
16001,27053,3792,4351,8143
06071,48113,4325,3790,8115
04019,06081,4143,3967,8110
04013,49053,4057,4031,8088
04013,51107,4253,3827,8080
11001,36001,3996,4080,8076
26163,41051,4093,3978,8071
20173,29189,3987,4070,8057
22051,51107,3969,4064,8033
12086,53033,3780,4251,8031
17031,31109,3968,4049,8017
12073,12086,4049,3967,8016
29165,34013,3970,4035,8005
01097,48439,3899,4100,7999
08031,51710,3759,4200,7959
06065,49035,3939,4011,7950
21015,49035,3830,4118,7948
13063,18163,3908,4036,7944
53033,55079,3919,3998,7917
17019,17031,4184,3730,7914
05131,48439,3930,3982,7912
27053,55087,3898,4000,7898
37119,45013,3941,3957,7898
12086,39049,4052,3844,7896
30029,53033,3918,3975,7893
08031,30029,4005,3873,7878
11001,36029,3709,4139,7848
08097,48201,4116,3723,7839
01097,37119,3898,3938,7836
26163,45083,3977,3853,7830
27053,47157,4199,3626,7825
12015,18097,3901,3899,7800
36067,51107,3965,3828,7793
16001,48439,3937,3850,7787
27053,46103,3952,3817,7769
45019,51107,3720,4028,7748
06067,29189,3955,3790,7745
04013,08041,3768,3956,7724
06081,12057,3933,3774,7707
26163,55087,3892,3809,7701
08067,48439,3847,3844,7691
12033,12086,3822,3846,7668
08107,13063,3913,3738,7651
34013,44003,3917,3731,7648
30031,48439,3917,3727,7644
47037,49035,3876,3764,7640
17031,42079,3692,3919,7611
12086,21015,3851,3756,7607
29165,42101,3693,3903,7596
06001,12095,3659,3937,7596
06019,06081,3999,3586,7585
08031,53021,3787,3789,7576
01089,08031,3891,3668,7559
04013,36029,3459,4098,7557
06037,06053,3710,3847,7557
37119,41051,3614,3933,7547
32003,36029,3942,3603,7545
12071,29165,3576,3924,7500
21015,51107,3844,3652,7496
34013,48029,3818,3654,7472
37119,50007,3687,3784,7471
06037,41039,3671,3785,7456
04013,22051,3736,3719,7455
06059,26163,3785,3666,7451
20173,32003,3769,3682,7451
48041,48439,3741,3706,7447
41039,41051,3670,3769,7439
32003,40143,3760,3678,7438
42027,42101,3689,3746,7435
12071,36029,3285,4149,7434
26163,51087,3643,3788,7431
06019,06073,3750,3666,7416
01073,26163,3603,3766,7369
26163,36119,3560,3807,7367
12086,51107,3840,3525,7365
47009,48201,3792,3567,7359
08031,48303,3585,3763,7348
12117,26049,3507,3840,7347
12103,18097,3566,3776,7342
26163,47157,3747,3589,7336
36081,42101,3541,3783,7324
26163,48029,3585,3735,7320
37081,42101,3541,3770,7311
13063,22073,3676,3625,7301
13063,19113,3584,3712,7296
08031,51087,3400,3887,7287
12095,36055,3504,3779,7283
18097,48113,3536,3747,7283
04013,47157,3435,3843,7278
18141,26163,3707,3564,7271
50007,51107,3787,3481,7268
21067,26163,3568,3699,7267
40031,48439,3620,3646,7266
51087,51107,3718,3541,7259
17031,18163,3888,3363,7251
37119,37147,3564,3687,7251
17143,48439,3649,3600,7249
25025,48113,3621,3627,7248
13063,37133,3535,3706,7241
16001,17031,3742,3491,7233
11001,21111,3757,3467,7224
36055,51107,3688,3518,7206
06067,12095,3692,3504,7196
06037,19155,3649,3538,7187
22051,48029,3738,3429,7167
08041,32003,3648,3510,7158
34013,37081,3656,3479,7135
13063,22079,3609,3523,7132
12011,37025,3524,3594,7118
08031,47009,3536,3576,7112
11001,36119,3653,3453,7106
06065,36081,3405,3687,7092
17031,29019,3520,3564,7084
12011,36067,3270,3811,7081
08031,16019,3568,3504,7072
17031,47065,3408,3656,7064
19155,26163,3368,3691,7059
12057,21111,3288,3768,7056
06079,06081,3655,3399,7054
48309,48439,3647,3404,7051
20161,48439,3563,3487,7050
05119,32003,3226,3807,7033
12086,51087,3517,3507,7024
12071,47037,3637,3376,7013
06019,49035,3463,3530,6993
12011,36063,3178,3793,6971
34001,45051,3525,3439,6964
33015,34013,3673,3290,6963
06081,41017,3524,3434,6958
12057,36001,3179,3776,6955
26163,51710,3511,3425,6936
24003,53033,3589,3331,6920
26163,47009,3406,3513,6919
08107,48439,3567,3343,6910
08031,48329,3453,3455,6908
36029,51107,3632,3251,6883
12095,19155,3422,3458,6880
12103,37021,3509,3368,6877
06001,48453,3457,3417,6874
08037,12086,3499,3354,6853
12086,39035,3434,3417,6851
11001,41051,3418,3428,6846
37183,48113,3485,3359,6844
48423,48439,3520,3312,6832
06001,22051,3343,3484,6827
37183,49035,3199,3626,6825
39049,48113,3218,3596,6814
46099,48439,3426,3378,6804
19155,48113,3450,3337,6787
30049,49035,3421,3364,6785
12117,42043,3327,3455,6782
29165,55079,3068,3712,6780
04019,41051,3408,3368,6776
12073,48439,3469,3302,6771
13051,25025,3212,3556,6768
12011,42129,3408,3359,6767
06037,47157,3265,3501,6766
21111,36081,3413,3343,6756
25025,41051,3333,3419,6752
29189,41051,3165,3571,6736
01101,37119,3239,3492,6731
13063,55087,3324,3405,6729
11001,39113,3360,3368,6728
13063,28087,3345,3380,6725
06073,12011,3077,3646,6723
26163,39113,3325,3383,6708
08037,34013,3416,3289,6705
22017,48201,3347,3341,6688
46103,48439,3508,3171,6679
04013,19113,3104,3560,6664
16077,49035,3328,3307,6635
06085,29189,3547,3075,6622
06037,06083,2916,3705,6621
41051,48453,3260,3358,6618
06073,22051,3221,3381,6602
06023,06081,3301,3290,6591
06085,12095,3419,3166,6585
12117,37021,3287,3298,6585
08031,31109,3192,3391,6583
13051,42101,3217,3358,6575
01073,32003,3323,3249,6572
12057,48453,3309,3251,6560
06037,42003,3119,3438,6557
29019,48439,3202,3348,6550
12071,48113,3081,3459,6540
09003,29189,3300,3239,6539
12086,21111,3393,3139,6532
11001,36067,3161,3355,6516
22051,29165,3142,3367,6509
12103,26049,3184,3315,6499
48439,48479,3322,3175,6497
06071,36081,3355,3141,6496
12015,36063,2985,3489,6474
18097,29165,2972,3496,6468
38017,48439,3339,3105,6444
17031,51003,3038,3403,6441
12095,23005,3090,3348,6438
13063,17143,3276,3141,6417
42003,49035,3447,2968,6415
45083,51107,3232,3182,6414
26163,50007,3032,3378,6410
42043,51107,3139,3267,6406
25025,55079,3300,3100,6400
28047,48439,3234,3162,6396
47065,48439,3264,3131,6395
12117,23019,2814,3577,6391
18163,48439,3323,3068,6391
04013,08077,3232,3126,6358
12099,48201,3268,3083,6351
37119,48113,3053,3290,6343
26163,42043,3235,3106,6341
01089,48201,3138,3202,6340
17031,53063,2738,3597,6335
37081,48439,3242,3093,6335
06001,47037,3414,2909,6323
12057,36055,2903,3416,6319
12057,29165,2785,3531,6316
12071,34021,3136,3178,6314
42079,42101,3191,3122,6313
48201,51710,3273,2995,6268
06037,06079,3336,2929,6265
25025,29165,3095,3169,6264
12103,36067,2905,3359,6264
42101,48113,3327,2927,6254
49035,51107,3137,3111,6248
06001,48439,3387,2859,6246
37119,40109,3145,3099,6244
17161,48439,3191,3043,6234
06067,27053,3018,3206,6224
06067,36081,3143,3080,6223
42101,45051,3178,3029,6207
21111,34013,3021,3184,6205
21111,48113,3212,2988,6200
08031,29077,3045,3152,6197
34013,55079,3210,2974,6184
26163,48113,3287,2895,6182
13063,13185,3103,3073,6176
35001,53033,3159,2998,6157
29189,42003,3319,2835,6154
45019,47037,2912,3232,6144
27053,48029,3213,2930,6143
08031,39113,3086,3036,6122
17113,48439,3088,3033,6121
12086,29165,3150,2965,6115
06001,24003,2937,3171,6108
34013,45083,3029,3075,6104
08031,08107,3028,3076,6104
08031,41029,3366,2715,6081
23005,26163,2880,3200,6080
13063,23005,2974,3092,6066
12005,48439,3055,3008,6063
28047,48201,3031,3025,6056
48113,55079,2832,3220,6052
39113,42101,2974,3072,6046
12095,39153,3144,2900,6044
37119,55025,2853,3180,6033
12057,26081,3038,2982,6020
06037,30031,2988,3031,6019
13063,13215,3007,3004,6011
01073,11001,2954,3055,6009
13063,13095,2966,3042,6008
06059,48113,2921,3082,6003
12031,48113,3132,2867,5999
13051,51107,2963,3018,5981
19113,27053,2969,3011,5980
06037,41017,3077,2899,5976
08031,41039,3484,2483,5967
11001,19155,3054,2902,5956
34013,47157,3095,2844,5939
19155,49035,3117,2817,5934
41039,49035,2868,3053,5921
11001,45063,2917,2967,5884
24003,26081,2809,3072,5881
18003,37119,2904,2971,5875
29189,51107,3037,2833,5870
12015,26081,2819,3013,5832
39035,55079,2810,3018,5828
24003,42101,3115,2687,5802
12011,47009,2994,2804,5798
08031,41017,2969,2812,5781
18003,48439,2875,2905,5780
22051,49035,2718,3058,5776
08051,48439,2937,2834,5771
17031,42027,2822,2949,5771
13063,46099,2970,2790,5760
42101,55079,2820,2935,5755
44003,51107,2957,2794,5751
12005,37119,2775,2971,5746
32003,48329,2964,2767,5731
12011,48029,2901,2825,5726
06001,29165,3018,2701,5719
19113,37119,2909,2808,5717
26163,37081,2878,2833,5711
12086,48029,2776,2932,5708
17031,55063,2738,2966,5704
18003,26163,2929,2774,5703
48027,48201,2983,2716,5699
32003,38017,2739,2955,5694
04013,41039,2836,2858,5694
21111,27053,2723,2964,5687
18141,48439,2916,2758,5674
06079,08031,3141,2527,5668
12015,18003,2801,2859,5660
06081,18097,2862,2794,5656
22051,37183,2576,3079,5655
30031,34013,2742,2910,5652
12117,36015,2683,2961,5644
19113,26163,2912,2727,5639
06085,53063,2951,2679,5630
28047,37119,2939,2678,5617
18097,49035,2909,2705,5614
08107,48201,2768,2845,5613
06081,42003,2809,2803,5612
11001,36055,2693,2912,5605
22033,37119,2787,2814,5601
06085,27053,2939,2657,5596
29077,37119,2910,2685,5595
18141,37119,2821,2770,5591
35005,48439,2844,2744,5588
12015,26049,2689,2892,5581
27053,48113,2775,2793,5568
12033,17031,2795,2750,5545
06067,53063,3093,2442,5535
26163,42049,2671,2856,5527
25025,36067,2941,2573,5514
17031,26145,2679,2834,5513
06085,26163,3084,2417,5501
29165,48453,2611,2870,5481
08077,49035,2699,2774,5473
11001,48453,2670,2795,5465
12095,55025,2666,2797,5463
36081,51003,2729,2732,5461
31079,48439,2764,2697,5461
29189,37183,2800,2660,5460
06073,48141,2537,2914,5451
04013,38101,2586,2859,5445
06083,53033,2771,2665,5436
42003,48113,2546,2874,5420
12015,17143,2670,2743,5413
12086,44003,2622,2771,5393
01073,36081,2768,2617,5385
08041,13063,2638,2743,5381
40109,49035,2749,2621,5370
12057,49035,2907,2456,5363
05007,36081,2792,2568,5360
12057,48029,2944,2386,5330
04013,08067,2481,2847,5328
37119,45041,2638,2664,5302
12117,18097,2564,2730,5294
34013,45051,2693,2574,5267
41029,49035,2559,2704,5263
29165,48029,2755,2508,5263
06067,48453,2530,2727,5257
08037,36081,2518,2737,5255
26163,42077,2625,2602,5227
12011,34021,2501,2724,5225
45063,51107,2577,2634,5211
45019,48113,2737,2471,5208
04013,30111,2445,2745,5190
32003,48215,2515,2665,5180
41017,49035,2691,2486,5177
42027,51107,2832,2337,5169
12071,36103,2561,2606,5167
11001,12033,2758,2408,5166
38015,48439,2629,2533,5162
13063,13127,2578,2583,5161
23005,51107,2633,2527,5160
29165,51107,2683,2477,5160
06019,41051,2584,2575,5159
09009,42101,2643,2514,5157
08037,48201,2549,2608,5157
34013,56039,2830,2321,5151
17143,37119,2573,2567,5140
35001,48453,2434,2689,5123
36109,42101,2635,2478,5113
27053,31109,2550,2562,5112
45083,48201,2545,2561,5106
04013,46103,2511,2590,5101
27053,30063,2493,2598,5091
19153,42101,2550,2536,5086
53033,53071,2501,2568,5069
37119,39095,2527,2541,5068
11001,45083,2510,2556,5066
19155,53033,2811,2250,5061
37081,51107,2444,2616,5060
23019,36081,2445,2585,5030
26081,36081,2729,2298,5027
12071,36119,2529,2496,5025
32003,48303,2684,2335,5019
40143,49035,2679,2335,5014
48201,48375,2591,2419,5010
12015,18141,2373,2636,5009
06085,25025,2433,2540,4973
12015,33015,2221,2752,4973
22079,48439,2470,2503,4973
06037,55079,2214,2751,4965
01101,48439,2487,2470,4957
12011,45019,2414,2535,4949
36081,55025,2428,2511,4939
17031,23005,2259,2666,4925
08097,49035,2417,2507,4924
42003,53033,2462,2431,4893
06081,35001,2479,2411,4890
11001,51710,2456,2429,4885
12031,32003,2551,2332,4883
12117,21067,2377,2494,4871
12057,47157,2382,2470,4852
08107,17031,2392,2459,4851
06037,08041,2343,2504,4847
29165,35001,2506,2332,4838
13063,34021,2359,2472,4831
06001,18097,2198,2629,4827
30111,53033,2425,2400,4825
12086,47157,2273,2549,4822
12011,45051,2477,2342,4819
05091,48439,2433,2360,4793
12057,36119,2351,2432,4783
47009,51107,2453,2317,4770
12071,12086,2308,2459,4767
04013,17143,2402,2351,4753
18163,26163,2302,2449,4751
04013,55025,2229,2518,4747
36081,47009,2365,2377,4742
42101,45083,2462,2274,4736
12005,48113,2428,2302,4730
29097,48439,2366,2358,4724
17031,45063,2454,2265,4719
32031,36081,2322,2390,4712
12095,25027,2314,2395,4709
11001,40109,2605,2099,4704
13063,56039,2379,2321,4700
36029,48439,2548,2148,4696
06067,51107,2378,2316,4694
32003,55025,2412,2273,4685
11001,47009,2235,2446,4681
30013,49035,2376,2300,4676
32003,38015,2335,2336,4671
29165,37183,2540,2125,4665
48439,48485,2018,2642,4660
12071,44003,2212,2445,4657
24003,35001,1966,2674,4640
08031,30013,2384,2245,4629
12011,25027,2306,2309,4615
06081,53063,2197,2417,4614
19155,34013,2341,2270,4611
12086,13051,2338,2273,4611
01073,24003,2297,2310,4607
32003,48375,2379,2226,4605
12086,36029,2044,2558,4602
12095,36071,2286,2294,4580
11001,13051,2496,2081,4577
06001,27053,2440,2136,4576
12103,37025,2260,2310,4570
12117,33015,2028,2541,4569
17031,19061,2196,2366,4562
36071,42101,2344,2217,4561
12011,36071,2440,2117,4557
06081,06089,2219,2338,4557
12117,18141,2183,2369,4552
17031,19193,2263,2281,4544
42077,42101,2434,2097,4531
27007,27053,2376,2154,4530
12103,47009,2242,2286,4528
05007,08031,2210,2306,4516
11001,23019,2076,2433,4509
12015,39095,2151,2345,4496
08031,17161,2236,2256,4492
22073,48439,2273,2202,4475
48303,48453,2159,2313,4472
26081,34013,2301,2170,4471
08031,38101,2229,2238,4467
36001,51107,2266,2198,4464
06059,48453,2159,2257,4416
22017,37119,2213,2195,4408
48201,48479,2543,1860,4403
06053,08031,2124,2276,4400
12117,36067,2075,2317,4392
12011,12087,2091,2296,4387
21015,37183,2229,2139,4368
08041,49035,2236,2124,4360
06073,53063,2304,2048,4352
42101,48029,1753,2598,4351
45019,53033,2111,2230,4341
08041,12095,2050,2284,4334
19155,42101,2279,2047,4326
13051,48201,2127,2197,4324
01073,42101,2210,2106,4316
01073,12086,2097,2219,4316
42079,51107,2234,2080,4314
42101,45063,2273,2040,4313
13063,42079,2089,2219,4308
12117,36063,1955,2353,4308
06029,08031,2165,2136,4301
12071,36001,2077,2217,4294
17031,39095,2019,2272,4291
12091,48201,2162,2124,4286
08031,35049,2202,2079,4281
12103,36001,2019,2256,4275
06081,08097,2060,2213,4273
26163,36109,2106,2167,4273
35001,36081,2249,2021,4270
21015,48453,2024,2232,4256
32003,46099,2030,2220,4250
12015,21067,2071,2171,4242
16069,49035,2129,2096,4225
12071,55025,1973,2222,4195
42049,42101,2145,2035,4180
26163,45051,2229,1951,4180
17031,37021,2223,1956,4179
06065,53073,2001,2174,4175
12015,36001,1880,2286,4166
36081,37129,2076,2086,4162
24045,42101,2236,1925,4161
27053,46013,2040,2119,4159
21111,42101,1961,2192,4153
