geoid_a,geoid_b,pax_ab,pax_ba,passengers
25025,45019,9405,9676,19081
04019,32003,9154,9913,19067
37183,53033,9561,9475,19036
37119,47065,9530,9505,19035
12011,51107,9624,9337,18961
12099,24003,9311,9627,18938
06073,35001,9507,9397,18904
24003,39035,9476,9401,18877
04019,13063,9610,9181,18791
08031,08067,9488,9237,18725
05119,17031,9126,9581,18707
29189,39035,9429,9270,18699
08031,30063,9951,8710,18661
01089,48439,9334,9294,18628
29165,42101,9167,9445,18612
26055,26163,8571,10003,18574
13051,48439,9412,9160,18572
12011,39049,9149,9416,18565
18097,34013,9335,9206,18541
37119,49035,9170,9334,18504
04013,06065,8883,9590,18473
12011,29189,9060,9402,18462
22017,48439,9286,9127,18413
47037,51107,9534,8851,18385
21111,48201,9262,9112,18374
34013,45051,9426,8916,18342
27053,30111,9329,9008,18337
12057,42003,9355,8974,18329
24003,42003,8754,9559,18313
16001,32003,8943,9353,18296
17031,20173,9308,8970,18278
12086,24003,9238,9028,18266
17031,17161,8832,9404,18236
22033,48201,9195,9029,18224
13063,22017,9116,9091,18207
11001,34013,9206,8990,18196
42101,51710,8892,9280,18172
32003,42003,9835,8296,18131
06081,53061,9438,8644,18082
22033,48439,8960,9097,18057
40109,48113,9354,8647,18001
12081,37119,9251,8724,17975
17031,36119,9093,8871,17964
12057,39049,9325,8583,17908
25025,39049,9115,8751,17866
06083,08031,9163,8658,17821
17031,38017,9271,8546,17817
08031,46099,9080,8724,17804
12095,34001,8738,9047,17785
37119,51770,8718,9013,17731
11001,53033,8775,8933,17708
17031,55087,8750,8945,17695
12011,39035,8876,8771,17647
27053,27137,9016,8627,17643
37119,51700,8648,8991,17639
42101,48453,8621,9013,17634
41029,41051,8466,9159,17625
36081,45051,8925,8699,17624
12011,18097,8749,8873,17622
06073,29165,9275,8301,17576
13063,29077,8911,8638,17549
12011,49035,8929,8617,17546
12057,39035,8874,8605,17479
06073,48029,7431,10038,17469
06081,16001,8890,8553,17443
05119,48201,8620,8776,17396
32003,53073,8776,8615,17391
06073,47037,8927,8434,17361
17031,17143,8421,8920,17341
01073,12095,8959,8367,17326
13063,37051,8622,8703,17325
06065,48439,8911,8380,17291
37119,37133,8746,8523,17269
06081,42003,8700,8560,17260
17031,26049,8506,8717,17223
12011,42003,8519,8698,17217
06001,35001,8701,8512,17213
18097,53033,8655,8534,17189
36081,48029,8774,8410,17184
26163,41051,8460,8709,17169
13245,37119,8705,8462,17167
13063,51770,8546,8594,17140
06037,16001,8788,8350,17138
39035,42101,8402,8666,17068
06081,06083,8288,8780,17068
26163,44003,8283,8765,17048
53033,55079,8596,8443,17039
48141,48453,8331,8694,17025
11001,23005,8997,7999,16996
29165,49035,8471,8493,16964
32003,40109,8660,8281,16941
12033,37119,8488,8433,16921
13063,42043,8359,8557,16916
12095,36119,8050,8863,16913
34013,45019,8130,8782,16912
17031,45083,8467,8441,16908
06081,12057,8383,8492,16875
08031,46103,9137,7695,16832
27053,30063,8786,8034,16820
41051,48113,8064,8734,16798
12099,36103,8673,8114,16787
48061,48439,9190,7583,16773
12099,48439,8601,8093,16694
51107,51710,8400,8290,16690
29165,34013,8086,8591,16677
16001,48439,8222,8433,16655
27053,48029,8037,8609,16646
17031,21067,8117,8517,16634
12005,47037,8028,8582,16610
21015,49035,8039,8506,16545
37119,55079,8258,8224,16482
01101,13063,8295,8183,16478
04013,06083,7787,8613,16400
06071,41051,8329,8070,16399
45019,48201,8276,8089,16365
04013,39035,8475,7882,16357
37119,39113,8421,7889,16310
32031,53033,8245,8010,16255
27053,46103,8416,7839,16255
12011,51087,8066,8153,16219
06073,12095,8266,7927,16193
12005,48113,7849,8315,16164
17031,46103,8582,7579,16161
42003,47037,7999,8146,16145
26163,36001,8060,8083,16143
06081,22051,8269,7865,16134
53033,53073,7844,8289,16133
04013,37183,8174,7918,16092
12031,12086,8133,7937,16070
30111,49035,7682,8386,16068
06071,49035,8189,7879,16068
12095,51087,7994,8073,16067
06067,06081,8281,7782,16063
17031,18003,7997,8062,16059
26163,36055,7905,8144,16049
06001,48113,8326,7716,16042
35001,53033,8074,7941,16015
13051,17031,8223,7774,15997
05119,48113,7889,8075,15964
26163,36015,8121,7818,15939
08031,30029,8756,7165,15921
41051,42101,8221,7635,15856
34013,36029,8121,7715,15836
12071,21015,7869,7964,15833
13063,39153,7801,8013,15814
04013,42003,8171,7541,15712
08031,38017,8006,7644,15650
17031,27109,8020,7629,15649
30029,49035,7509,8116,15625
48029,49035,8172,7421,15593
42101,45051,7958,7563,15521
35001,49035,7734,7732,15466
12057,21015,7680,7783,15463
16001,53063,7950,7477,15427
06085,32031,7116,8308,15424
36001,37119,7338,8063,15401
12086,48453,7427,7966,15393
11001,39035,7813,7554,15367
47037,48029,7172,8187,15359
13063,54039,7665,7681,15346
06081,29165,7701,7606,15307
30063,49035,7655,7649,15304
29189,48029,7242,7979,15221
13063,22055,7459,7755,15214
13063,51003,7619,7523,15142
27053,38101,7714,7423,15137
29189,49035,7579,7461,15040
29189,48453,6996,8035,15031
12057,48453,8264,6759,15023
06001,13063,7655,7363,15018
27053,38035,7562,7429,14991
29189,37183,6955,8033,14988
48201,55079,7607,7369,14976
12091,37119,7539,7436,14975
24003,35001,7607,7363,14970
08031,51710,7243,7701,14944
06037,41039,7439,7492,14931
06081,41029,7386,7540,14926
13063,26049,7585,7338,14923
26163,45051,7697,7224,14921
36055,37119,7136,7746,14882
23005,42101,7200,7682,14882
13063,51700,7291,7589,14880
42003,51107,7458,7397,14855
25019,36081,6592,8223,14815
21111,26163,7321,7483,14804
17031,48141,7252,7541,14793
39049,51107,7427,7343,14770
36055,42101,7213,7551,14764
22055,48439,7496,7256,14752
45063,48439,7553,7156,14709
26081,48439,7205,7494,14699
17031,27137,7639,6937,14576
04013,49049,7406,7163,14569
30063,53033,6897,7661,14558
47037,55079,7598,6934,14532
27053,55009,7191,7281,14472
17031,37081,7113,7357,14470
36029,42101,7196,7273,14469
36001,42101,7197,7231,14428
29189,39049,7489,6930,14419
12071,39035,7048,7305,14353
12095,33015,7353,7000,14353
08031,41039,6936,7416,14352
13051,34013,6859,7477,14336
08031,08077,7239,7036,14275
12005,48201,6989,7286,14275
12086,12087,6369,7885,14254
47157,48113,7253,6966,14219
39049,47037,7433,6780,14213
25025,55079,7032,7169,14201
06073,48141,7047,7140,14187
36081,42101,7018,7159,14177
06037,53061,6969,7208,14177
05119,08031,7229,6948,14177
12117,42077,6945,7216,14161
19155,26163,7002,7151,14153
12127,37119,6895,7211,14106
26163,55009,7114,6991,14105
37119,39153,7047,7042,14089
08031,41029,7023,7055,14078
12117,47009,7056,6993,14049
22051,27053,6925,7102,14027
08031,38015,7304,6716,14020
30031,48439,6469,7550,14019
49035,53021,6927,7089,14016
17031,39153,6940,7071,14011
05007,37119,7119,6863,13982
33015,37119,6752,7223,13975
48439,48441,6808,7155,13963
37119,42079,6964,6998,13962
04005,04013,7179,6761,13940
23005,26163,6818,7106,13924
12103,37021,7137,6768,13905
39113,48439,7029,6866,13895
18097,25025,7077,6810,13887
04013,06079,7066,6821,13887
23005,37119,6826,7045,13871
26145,26163,6931,6908,13839
17031,29019,7079,6759,13838
45019,51107,6998,6824,13822
19153,26163,7086,6674,13760
23019,42101,6754,7000,13754
12057,36029,6957,6795,13752
12033,47037,6836,6875,13711
42101,55079,6853,6852,13705
08031,47009,6727,6973,13700
21015,51107,6981,6705,13686
06019,08031,6902,6770,13672
26163,51710,6857,6813,13670
35049,48439,6810,6831,13641
06037,06097,6892,6747,13639
33015,42101,6708,6924,13632
29189,55079,7194,6426,13620
37119,51031,6646,6969,13615
06081,35001,7007,6599,13606
27053,47157,6663,6929,13592
21111,36081,6795,6785,13580
29189,40109,6841,6651,13492
06073,32031,7138,6335,13473
08041,13063,6666,6783,13449
12057,29165,6590,6853,13443
12086,45019,6582,6857,13439
48029,48141,6439,6995,13434
13063,19113,6601,6824,13425
37049,37119,6777,6628,13405
11001,12071,6350,7027,13377
01089,37119,6602,6768,13370
06019,32003,6803,6561,13364
34013,51710,7031,6328,13359
04013,47157,6561,6775,13336
06001,16001,6736,6596,13332
12071,29189,6739,6585,13324
06085,16001,6791,6528,13319
12095,47157,6773,6483,13256
06081,41017,7144,6096,13240
36081,47157,6697,6513,13210
27053,55087,6432,6732,13164
42101,47157,6570,6586,13156
12091,21015,6324,6830,13154
26163,51087,6283,6836,13119
12103,21015,6576,6541,13117
22051,29189,6690,6426,13116
26163,47157,6360,6708,13068
08031,56025,6571,6486,13057
12057,55079,6633,6413,13046
36067,42101,6525,6512,13037
23005,34013,6189,6847,13036
41017,41051,6437,6576,13013
04013,06053,6697,6292,12989
29189,40143,6197,6791,12988
12071,18097,6640,6331,12971
16019,49035,6473,6489,12962
34013,51087,6519,6427,12946
12001,37119,6514,6424,12938
06037,41029,6592,6339,12931
06077,32003,6544,6385,12929
12057,36103,6717,6206,12923
06001,53063,6674,6233,12907
08031,36029,6788,6113,12901
19153,32003,6269,6624,12893
39049,45051,6558,6326,12884
06081,18097,6440,6387,12827
12011,37025,6160,6661,12821
32031,41051,6359,6437,12796
17031,55073,6538,6235,12773
26163,48029,6313,6432,12745
37119,40143,6245,6499,12744
11001,55079,6501,6201,12702
01097,48439,6196,6502,12698
08041,32003,6268,6429,12697
04013,04027,6019,6635,12654
22055,48201,6410,6243,12653
21067,37119,6303,6302,12605
12117,21015,6405,6179,12584
36081,47009,6361,6213,12574
12031,34013,6039,6528,12567
05119,37119,6361,6204,12565
12011,44003,6418,6144,12562
17031,51003,6230,6328,12558
48439,56039,6284,6273,12557
42101,51087,6169,6377,12546
12011,53033,6342,6203,12545
48029,51107,6373,6170,12543
37081,48439,6455,6072,12527
13063,42077,6281,6243,12524
37119,54039,5997,6492,12489
26163,45083,5950,6529,12479
24003,36081,6521,5929,12450
19113,48439,6144,6285,12429
36029,51107,6006,6417,12423
19155,37119,6196,6216,12412
26163,55087,6242,6163,12405
39035,45051,6260,6144,12404
20173,29189,6184,6196,12380
20173,48201,5538,6820,12358
01073,48113,6392,5943,12335
17031,18163,6263,6031,12294
53033,53075,6137,6142,12279
12033,17031,5762,6514,12276
37119,47163,6052,6179,12231
22051,37183,6177,6051,12228
08041,17031,5769,6459,12228
26163,36119,6056,6165,12221
26163,36067,6076,6127,12203
28121,37119,6009,6175,12184
12081,36081,6179,6004,12183
01073,08031,6181,6001,12182
12095,51710,6004,6168,12172
17031,42079,6105,6065,12170
06067,16001,6148,6008,12156
26037,26163,6231,5923,12154
18097,51107,6052,6089,12141
12073,37119,6082,6040,12122
42003,45051,6148,5966,12114
21111,27053,6056,6043,12099
23005,51107,5682,6362,12044
06019,53033,6231,5809,12040
18141,26163,6015,6000,12015
44003,51107,5884,6104,11988
12015,21015,5633,6354,11987
06073,16001,6378,5604,11982
42043,42101,6039,5845,11884
08031,12071,5684,6199,11883
19153,29189,6158,5670,11828
50007,51107,5629,6167,11796
06071,13063,6126,5659,11785
34013,48029,6373,5411,11784
34013,55079,5910,5872,11782
51087,51107,5999,5754,11753
13063,37133,6023,5729,11752
53017,53033,5808,5926,11734
30031,53033,5721,5977,11698
06037,40109,5925,5762,11687
08031,41017,5834,5830,11664
12095,36067,5929,5733,11662
08031,36001,5372,6284,11656
05131,48439,6082,5547,11629
13063,17161,5900,5712,11612
17031,42077,5881,5716,11597
16001,17031,5908,5664,11572
05007,48201,5697,5844,11541
22051,53033,5893,5612,11505
36119,37119,5715,5782,11497
12091,17163,5714,5754,11468
22051,48029,5751,5645,11396
12086,29189,5525,5853,11378
17031,42027,5772,5604,11376
19153,37119,5792,5566,11358
06001,48453,4640,6714,11354
12103,47009,5638,5668,11306
12011,29165,5603,5697,11300
13051,25025,5771,5515,11286
11001,42003,5855,5422,11277
11001,49035,5563,5700,11263
01089,08031,5652,5597,11249
48439,55025,5740,5491,11231
12086,51710,5365,5820,11185
32003,48215,5429,5735,11164
06067,36081,5522,5637,11159
24003,45051,5801,5344,11145
05119,29189,5775,5345,11120
26163,47009,5497,5619,11116
48439,48451,5301,5814,11115
26081,37119,5702,5408,11110
32003,40143,5704,5401,11105
13063,18003,5527,5555,11082
39113,42101,5609,5470,11079
22051,51107,5516,5562,11078
01097,48201,5450,5612,11062
13063,18141,5532,5518,11050
12117,26081,5586,5432,11018
13063,18163,5459,5530,10989
47037,49035,5525,5449,10974
25019,25025,5239,5725,10964
21111,42101,5606,5351,10957
11001,42101,5972,4984,10956
23019,36081,5255,5675,10930
42101,49035,5412,5512,10924
12011,36119,5722,5196,10918
13051,42101,5584,5324,10908
04019,49035,5771,5106,10877
13063,17113,5428,5449,10877
53033,53077,5375,5496,10871
04013,46099,5729,5133,10862
26163,39113,5379,5473,10852
12057,53033,5622,5225,10847
26163,42043,5410,5423,10833
11001,40109,5243,5586,10829
12009,37119,5463,5358,10821
04019,06073,5417,5404,10821
12057,44003,5261,5554,10815
29189,41051,5314,5499,10813
25025,36055,5399,5394,10793
21067,26163,5414,5378,10792
06081,19155,5507,5284,10791
37119,42077,5473,5303,10776
46103,48439,5289,5447,10736
29165,51107,5241,5491,10732
06019,06081,5471,5250,10721
19153,48201,5185,5531,10716
19155,49035,5171,5510,10681
08067,48439,5063,5607,10670
06019,06073,5303,5345,10648
04019,06081,5669,4969,10638
42129,45051,5387,5209,10596
12071,39049,5320,5246,10566
11001,33015,5562,4996,10558
12011,27053,5454,5101,10555
30029,53033,4947,5607,10554
12071,48201,5459,5093,10552
45019,47037,5372,5176,10548
48309,48439,5526,5016,10542
11001,36001,5442,5088,10530
32003,36029,5345,5179,10524
17031,55063,5282,5228,10510
12086,39049,5269,5229,10498
12117,37021,5097,5385,10482
48029,53033,5167,5313,10480
42101,50007,5452,4992,10444
06019,49035,5310,5129,10439
17031,18141,5079,5344,10423
06067,37119,5327,5095,10422
08031,45019,5273,5145,10418
04013,06029,5028,5374,10402
19113,26163,5026,5351,10377
37119,45013,5578,4777,10355
04013,40143,4644,5698,10342
24003,41051,4978,5335,10313
26163,33015,5106,5184,10290
17031,31109,5269,5018,10287
12086,18097,5166,5095,10261
19113,27053,5374,4885,10259
17031,37021,5164,5088,10252
04013,08041,5169,5072,10241
21111,32003,5021,5203,10224
37081,42101,5226,4993,10219
08031,48329,5022,5164,10186
08031,48303,4726,5457,10183
16013,49035,4814,5353,10167
12011,36029,5575,4562,10137
11001,19155,5326,4797,10123
21067,48439,5182,4935,10117
12086,53033,5104,5012,10116
19155,53033,5122,4986,10108
06065,08031,5190,4881,10071
17031,26037,5102,4967,10069
12086,42003,4790,5266,10056
12073,48439,5181,4872,10053
11001,32003,5142,4909,10051
28121,48201,5026,5009,10035
04013,20173,5282,4750,10032
12086,39035,5058,4942,10000
08031,29077,4943,5048,9991
01045,13063,5007,4958,9965
13063,55087,5069,4894,9963
26163,37081,4762,5198,9960
37183,49035,4995,4958,9953
48201,48303,4689,5259,9948
17031,34021,4779,5169,9948
06065,53033,5254,4690,9944
42027,42101,5047,4896,9943
12103,37025,4893,5041,9934
27053,36029,5005,4911,9916
08077,48439,4912,5003,9915
06037,42003,5311,4576,9887
06001,26163,5219,4661,9880
17031,23019,5102,4767,9869
13063,34021,4987,4878,9865
05007,06037,4889,4950,9839
06067,24003,5636,4190,9826
01097,37119,4890,4921,9811
11001,12099,4911,4884,9795
37183,48113,4637,5148,9785
18097,48113,4837,4943,9780
20173,32003,4765,5006,9771
11001,47157,4868,4901,9769
28047,48439,5013,4753,9766
06037,19155,4967,4791,9758
04013,22051,4873,4872,9745
26163,50007,4947,4784,9731
06037,47157,4909,4806,9715
42003,53033,4972,4734,9706
11001,50007,5138,4530,9668
12095,41051,5010,4651,9661
29165,55079,5332,4328,9660
34013,50007,5029,4631,9660
01073,26163,4953,4706,9659
06059,26163,4868,4788,9656
06001,24003,4716,4924,9640
17031,30029,5198,4439,9637
06079,06081,5174,4450,9624
12095,21111,4556,5064,9620
06001,47037,5071,4545,9616
25025,29165,4770,4837,9607
13063,22079,4766,4830,9596
06073,12086,4877,4718,9595
37183,48453,5071,4522,9593
12095,42129,4700,4892,9592
19155,34013,4797,4792,9589
06067,48113,4665,4923,9588
27053,27109,4559,5027,9586
21015,48453,4442,5144,9586
21015,37183,5024,4547,9571
27053,40109,4819,4731,9550
12095,34021,4775,4754,9529
29165,41051,4507,5008,9515
12091,48201,4574,4935,9509
09003,45051,4932,4570,9502
11001,21111,4871,4628,9499
34013,36001,4284,5210,9494
47009,51107,4638,4846,9484
01089,11001,4619,4862,9481
12011,36001,5154,4314,9468
13063,50007,4846,4616,9462
12095,39153,4598,4832,9430
06001,32031,5212,4214,9426
06073,19155,4648,4777,9425
12071,34001,4651,4761,9412
27053,30029,4629,4746,9375
36055,51107,4352,4997,9349
04019,53033,5101,4232,9333
18097,29165,4219,5099,9318
36067,51107,4496,4810,9306
12071,42003,4581,4712,9293
09003,48439,4386,4871,9257
08037,48439,4124,5127,9251
22017,48201,4593,4638,9231
37119,41051,4551,4675,9226
06001,22051,4525,4700,9225
47065,48439,4648,4574,9222
41051,53061,4526,4683,9209
24003,47157,4418,4784,9202
22051,49035,4503,4691,9194
06037,06053,4570,4617,9187
06085,24003,4857,4329,9186
17019,17031,4629,4556,9185
47009,48201,4598,4571,9169
40031,48439,4610,4522,9132
53033,53071,4527,4603,9130
06071,17031,4866,4252,9118
11001,23019,4909,4204,9113
12103,18097,4345,4730,9075
34013,36055,4645,4393,9038
48439,48479,4550,4486,9036
12057,21111,4205,4830,9035
41051,48453,4620,4409,9029
08031,08085,4589,4419,9008
04013,51107,4635,4370,9005
12103,54099,4384,4615,8999
12011,47009,4505,4440,8945
12005,29189,4508,4426,8934
42101,45083,4388,4542,8930
39049,48113,4139,4784,8923
06037,06079,4453,4459,8912
13051,21015,4423,4480,8903
13063,13215,4367,4523,8890
13063,28087,4436,4449,8885
11001,41051,4388,4491,8879
06001,29189,4813,4062,8875
06073,53063,4681,4169,8850
04013,36029,4977,3870,8847
04019,48201,4474,4361,8835
13063,22073,4419,4405,8824
08031,16019,4480,4340,8820
45083,51107,4404,4410,8814
40109,49035,4364,4443,8807
09003,29189,4253,4547,8800
12117,42043,4229,4566,8795
26081,34013,4577,4217,8794
06085,29189,4828,3949,8777
04019,06085,4225,4541,8766
12103,26081,4572,4172,8744
08031,45083,4313,4414,8727
37119,37147,4333,4384,8717
36081,55025,4384,4329,8713
06037,30031,4804,3899,8703
20173,27053,4330,4373,8703
21111,34013,4287,4410,8697
30049,49035,4342,4352,8694
06073,12011,4231,4462,8693
27053,35001,4435,4249,8684
41051,51107,4396,4276,8672
17031,53063,4472,4195,8667
37119,40109,4371,4281,8652
36081,37129,4325,4325,8650
01089,17031,4376,4274,8650
01089,48201,4230,4412,8642
08031,36067,4133,4478,8611
39035,55079,4356,4255,8611
29077,37119,4381,4221,8602
04013,21111,4462,4138,8600
25025,48113,4213,4381,8594
21015,53033,4150,4443,8593
11001,36119,4414,4165,8579
06071,36081,4363,4199,8562
06067,29189,4562,3994,8556
13063,34001,4314,4239,8553
12117,21067,4206,4328,8534
04013,08077,4288,4244,8532
34013,37021,4383,4133,8516
12033,42101,4300,4208,8508
39049,53033,4299,4209,8508
12033,48113,4214,4292,8506
08031,12033,4182,4321,8503
34001,45051,4330,4173,8503
19155,36081,4075,4424,8499
12099,26163,4507,3991,8498
35001,36081,4266,4227,8493
06067,48453,4306,4160,8466
12057,49035,4294,4157,8451
42101,48113,4647,3794,8441
48201,51710,4234,4205,8439
41029,49035,4235,4200,8435
12031,51107,4495,3932,8427
06073,22051,3971,4455,8426
06067,34013,4122,4301,8423
06085,26163,4283,4130,8413
08041,48201,4366,4033,8399
06037,41017,4433,3964,8397
12011,36103,4326,4062,8388
29189,42003,4261,4112,8373
36081,51003,4173,4158,8331
08031,51087,4082,4230,8312
13063,45013,3982,4295,8277
24045,42101,4294,3979,8273
05007,36081,4126,4146,8272
12057,34001,4314,3917,8231
06023,06081,4169,4053,8222
27053,39113,4131,4088,8219
22033,37119,4200,4015,8215
48113,49035,4303,3908,8211
12057,33015,4716,3493,8209
41039,49035,4102,4096,8198
05007,08031,4092,4084,8176
01101,48439,4114,4048,8162
11001,48453,4278,3864,8142
26081,42101,4001,4140,8141
45083,48201,4350,3791,8141
12011,45051,4178,3954,8132
34013,37081,4161,3968,8129
29189,51107,4102,4018,8120
42101,48029,4030,4084,8114
05119,32003,3968,4144,8112
06071,48113,4222,3877,8099
01073,36081,4047,4046,8093
06067,51107,3982,4107,8089
48201,51087,4146,3942,8088
11001,45083,3861,4226,8087
06083,53033,4215,3870,8085
13051,39035,4025,4056,8081
45051,48439,3892,4161,8053
12086,29165,4023,4019,8042
34013,47157,4096,3934,8030
26163,45019,3963,4063,8026
12005,48439,3993,4007,8000
08031,53021,3944,4055,7999
36081,45083,3925,4063,7988
12073,12086,4168,3813,7981
19155,48113,3598,4377,7975
06001,48029,3785,4174,7959
48041,48439,4095,3861,7956
41039,41051,3874,4067,7941
06019,41051,4074,3862,7936
48423,48439,4157,3774,7931
26163,48113,3707,4201,7908
13063,33015,3875,4029,7904
09003,12086,3839,4060,7899
06037,55079,3405,4490,7895
32003,53061,3916,3973,7889
08031,53061,3825,4053,7878
49035,51107,3984,3892,7876
08031,31109,3730,4114,7844
41017,49035,3885,3952,7837
06001,29165,3547,4266,7813
17031,51770,3920,3886,7806
11001,45063,3974,3825,7799
30111,53033,3841,3957,7798
42003,48113,3647,4133,7780
12033,12086,3912,3858,7770
37183,39035,3974,3791,7765
37119,55025,3833,3911,7744
12086,21015,3744,3986,7730
12057,48029,3615,4102,7717
17161,48439,3973,3740,7713
06001,53073,3954,3754,7708
09003,12099,3703,3999,7702
37119,48113,4097,3596,7693
26163,42079,3902,3790,7692
26081,36081,3638,4041,7679
01073,24003,3632,4043,7675
20161,48439,3805,3870,7675
22073,48439,3956,3710,7666
35005,48439,3742,3924,7666
12071,36119,3887,3778,7665
06067,53063,3890,3772,7662
06073,53061,3832,3828,7660
46099,48439,3715,3940,7655
37183,39049,3807,3838,7645
06071,12095,3878,3765,7643
42003,49035,3823,3819,7642
06085,25025,4009,3622,7631
27053,48113,3479,4135,7614
27053,31109,3786,3808,7594
17113,48439,3743,3849,7592
12011,48029,3644,3947,7591
13063,17143,3820,3746,7566
12086,48029,3742,3821,7563
27053,51087,3838,3714,7552
12099,17031,3847,3701,7548
32003,48329,3943,3601,7544
24003,40109,3675,3849,7524
08031,56029,4007,3512,7519
08031,39113,3763,3755,7518
18097,49035,3715,3794,7509
36001,51107,3265,4239,7504
09003,37183,3763,3731,7494
09009,42101,3803,3685,7488
12117,37025,3633,3852,7485
13063,55009,3810,3655,7465
11001,36067,3681,3772,7453
45019,53033,3792,3654,7446
08085,48439,3463,3979,7442
06067,25025,3860,3577,7437
06083,48439,3786,3650,7436
29165,37183,3669,3767,7436
37129,42101,3796,3634,7430
13063,13185,3720,3686,7406
06081,06089,3657,3735,7392
26163,42049,3657,3724,7381
29165,48453,3293,4071,7364
49035,55079,3735,3628,7363
16077,49035,3665,3696,7361
06037,06083,3771,3584,7355
13051,48201,3772,3570,7342
40143,49035,3730,3606,7336
08077,49035,3711,3620,7331
34013,47009,3629,3698,7327
06085,53061,3742,3582,7324
37119,50007,3725,3594,7319
37119,45041,3512,3799,7311
42101,55025,3639,3666,7305
12099,44003,3722,3566,7288
16083,49035,3479,3757,7236
11001,36029,3774,3461,7235
12095,40109,3242,3991,7233
06085,34013,3762,3469,7231
13051,51107,3603,3612,7215
19113,37119,3788,3380,7168
12005,37119,3623,3535,7158
24003,42101,3654,3503,7157
04013,41039,3597,3557,7154
13063,46099,3640,3513,7153
13063,13095,3496,3651,7147
06037,36029,3595,3545,7140
18163,48439,3582,3558,7140
04013,05119,3564,3572,7136
42101,51700,3565,3571,7136
06081,30031,4019,3107,7126
08031,35049,3551,3567,7118
01073,42101,3571,3546,7117
26163,42027,3561,3555,7116
21111,48113,3660,3448,7108
13063,13127,3600,3486,7086
35001,48453,3467,3612,7079
33015,51107,3357,3716,7073
30013,49035,3486,3582,7068
29019,48439,3555,3504,7059
39035,53033,3827,3218,7045
17031,45063,3600,3445,7045
24003,26081,3703,3335,7038
27053,53021,3418,3620,7038
16069,49035,3455,3582,7037
01073,12057,3711,3318,7029
48439,53063,3400,3620,7020
26163,42077,3443,3576,7019
26163,36007,3528,3488,7016
06019,17031,3793,3222,7015
01073,11001,3482,3521,7003
19153,42101,3585,3408,6993
08041,49035,3472,3512,6984
06073,18097,3250,3734,6984
06081,53063,3712,3267,6979
27053,40143,3422,3556,6978
04013,21015,3537,3438,6975
36029,48439,3771,3196,6967
12015,18097,3410,3549,6959
06037,21111,3461,3498,6959
45063,51107,3423,3532,6955
42043,51107,3501,3454,6955
27053,55073,3476,3474,6950
12011,42129,3494,3446,6940
12005,24003,3320,3613,6933
37081,51107,3669,3263,6932
06081,39049,3517,3409,6926
22051,29165,4009,2916,6925
11001,39113,3438,3486,6924
45019,48113,3363,3561,6924
18141,27053,3485,3433,6918
48113,55079,3504,3409,6913
29165,48029,3539,3369,6908
11001,51710,3462,3441,6903
06037,40143,3507,3366,6873
12117,18097,3396,3477,6873
48201,48375,3489,3380,6869
18141,37119,3466,3400,6866
12086,21111,3455,3408,6863
18141,48439,3406,3448,6854
12103,39049,3378,3470,6848
28047,37119,3517,3306,6823
26163,36109,3412,3410,6822
12117,17163,3338,3484,6822
29165,35001,3419,3398,6817
26047,26163,3104,3709,6813
12031,48113,3544,3235,6779
34013,36067,3490,3288,6778
17031,54039,3275,3496,6771
12103,17163,3292,3462,6754
06037,30029,3953,2794,6747
18003,48439,3445,3299,6744
30013,53033,3229,3511,6740
17031,30063,3477,3255,6732
12057,36001,3876,2846,6722
17143,48439,3248,3473,6721
01101,37119,3332,3388,6720
12031,27053,3407,3312,6719
06079,08031,3477,3232,6709
18003,26163,3286,3419,6705
12091,40109,3527,3178,6705
27053,36055,3344,3332,6676
12015,39049,3268,3404,6672
34013,44003,3416,3252,6668
17031,37129,3297,3352,6649
11001,19153,3421,3217,6638
17143,37119,3327,3306,6633
12086,47157,3179,3450,6629
27053,36067,3355,3273,6628
34013,45083,3277,3349,6626
05091,48439,3432,3180,6612
06065,49035,3413,3199,6612
12103,42077,3147,3456,6603
12103,29077,3357,3246,6603
42101,47009,3331,3271,6602
17031,42049,3195,3381,6576
18163,26163,3307,3253,6560
06081,55079,3346,3213,6559
19155,42101,3273,3284,6557
12086,47009,3291,3256,6547
08031,30013,3540,3007,6547
12057,47157,3199,3340,6539
38017,48439,3199,3298,6497
17031,26145,3251,3231,6482
39035,49035,3042,3409,6451
06083,32003,3204,3242,6446
12117,21111,3171,3274,6445
36071,42101,3280,3160,6440
12015,42003,3100,3337,6437
19153,36081,3188,3238,6426
48439,48485,2791,3620,6411
06059,48113,3230,3175,6405
36103,42101,3032,3371,6403
05007,12117,3298,3095,6393
32003,48375,3406,2986,6392
13063,27109,3179,3210,6389
06001,36081,3267,3090,6357
32003,48303,3540,2811,6351
12117,17201,3104,3245,6349
06085,53063,3512,2828,6340
42077,42101,3395,2943,6338
04013,08067,3235,3095,6330
26055,27053,3097,3220,6317
32003,47157,3131,3186,6317
12095,36055,3081,3234,6315
11001,36055,3356,2942,6298
25025,45051,3341,2949,6290
17031,19061,3097,3180,6277
17031,20161,3162,3095,6257
22017,37119,3332,2908,6240
06059,48453,3226,2997,6223
18003,37119,3044,3175,6219
42079,42101,3160,3056,6216
12103,18003,3096,3115,6211
48201,48479,2967,3237,6204
06097,41051,3324,2873,6197
12081,39035,3096,3099,6195
32031,36081,3088,3096,6184
17031,19193,3225,2946,6171
11001,12033,3312,2858,6170
22079,48439,3198,2970,6168
08031,38101,3285,2876,6161
17031,17113,2974,3166,6140
