geoid_a,geoid_b,pax_ab,pax_ba,passengers
06067,17031,24150,24621,48771
12031,36081,24465,23905,48370
17031,21111,24343,24010,48353
08031,40109,23566,24492,48058
06001,06059,24166,23791,47957
29189,36081,23496,24457,47953
06059,32003,23999,23832,47831
06037,29165,23995,23708,47703
36081,42003,23925,23774,47699
24003,32003,24809,22689,47498
37119,42003,23961,23475,47436
48201,48329,23337,23886,47223
27053,48201,22582,24436,47018
17031,51107,23245,23752,46997
12031,37119,23871,23098,46969
48201,51107,23594,23374,46968
06067,48439,23822,23129,46951
13063,28121,23325,23431,46756
04013,25025,22652,23980,46632
34013,47037,22736,23882,46618
09003,37119,23051,23395,46446
12005,13063,23109,23251,46360
36081,45019,22270,24010,46280
42101,53033,23223,22972,46195
04013,29189,22938,23196,46134
06073,26163,23279,22719,45998
06067,41051,23299,22581,45880
12095,48453,22361,23502,45863
06085,17031,24519,21259,45778
08031,37183,22667,23109,45776
13063,41051,22740,22919,45659
04013,48113,23158,22500,45658
11001,29189,23125,22487,45612
37183,48439,22564,22693,45257
12011,22051,22261,22797,45058
08031,42003,21658,23304,44962
08031,16001,22617,22252,44869
29189,32003,21435,23426,44861
12095,39035,22459,22327,44786
48439,51107,21758,22937,44695
37119,37129,22329,22316,44645
08031,32031,22150,22399,44549
12095,51107,22017,22443,44460
12095,42003,21716,22548,44264
27053,47037,21643,22400,44043
04013,12095,22471,21429,43900
17031,51710,21931,21932,43863
29189,48201,22748,21110,43858
47157,48439,21519,22306,43825
06071,08031,21924,21898,43822
37119,51087,21990,21584,43574
06037,32031,22574,20942,43516
24003,44003,22077,21423,43500
32003,48113,21423,21987,43410
11001,12011,21672,21687,43359
12095,22051,22218,21074,43292
18097,32003,22259,20863,43122
27053,29165,21347,21686,43033
06037,48029,22472,20471,42943
13063,45063,21516,21212,42728
17031,19153,21509,21183,42692
12011,47037,21300,21256,42556
11001,12057,21375,21054,42429
06001,06071,21069,21307,42376
12091,13063,21323,21038,42361
01089,13063,21070,21214,42284
36081,41051,21065,21145,42210
37119,51107,20469,21655,42124
27053,55079,20892,21167,42059
06067,06071,21152,20767,41919
06059,06067,20909,21002,41911
08031,11001,20298,21521,41819
13063,40109,20862,20889,41751
17031,36055,20756,20869,41625
26163,37183,19704,21920,41624
08031,53063,20526,20967,41493
22051,48113,20635,20831,41466
17031,36067,21226,20219,41445
12057,12086,20769,20670,41439
06001,49035,21433,19948,41381
29165,32003,19856,21431,41287
40143,48201,19366,21758,41124
13063,19155,20632,20276,40908
06085,49035,20682,20201,40883
12031,17031,20680,20171,40851
12127,13063,20417,20416,40833
17031,44003,20567,20207,40774
24003,48439,20312,20364,40676
21015,36081,20278,20344,40622
12095,49035,20308,20258,40566
06037,11001,20171,20257,40428
04013,48141,19277,21146,40423
37119,44003,20899,19520,40419
37119,45019,19760,20613,40373
39035,48439,20378,19974,40352
04013,29165,20174,20083,40257
11001,47037,20371,19759,40130
12031,48439,20018,20035,40053
21015,48439,19824,20160,39984
24003,47037,19932,19815,39747
36081,39049,19961,19705,39666
13063,47009,19663,19985,39648
17031,45019,19009,20499,39508
06073,37119,19858,19632,39490
25025,42003,19710,19776,39486
06059,48201,19674,19785,39459
48201,49035,20655,18781,39436
29189,42101,20152,19174,39326
06037,29189,19234,19973,39207
37119,53033,19541,19628,39169
13063,26081,19687,19481,39168
26163,49035,19502,19321,38823
06001,08031,19464,19249,38713
11001,48113,19091,19584,38675
17031,47157,19609,18986,38595
13063,36029,19754,18769,38523
29189,48113,18802,19588,38390
12095,32003,19667,18711,38378
25025,49035,19427,18901,38328
37183,42101,19267,19048,38315
06067,49035,19368,18812,38180
06073,34013,19333,18819,38152
29165,48201,18972,19142,38114
32003,48029,18382,19521,37903
18097,37119,18709,19121,37830
34013,48453,19909,17886,37795
24003,33015,19050,18734,37784
29165,48113,17584,19891,37475
04013,32031,18410,19022,37432
06059,13063,18714,18669,37383
12095,39049,18442,18915,37357
12011,12095,19351,17962,37313
35001,48201,18470,18628,37098
17031,55025,18628,18432,37060
05007,48439,18814,18154,36968
22051,24003,18796,18166,36962
06081,12095,18408,18468,36876
26163,29189,18762,18092,36854
36081,48113,18270,18583,36853
12095,44003,18674,18022,36696
04019,06037,18458,18200,36658
18097,48439,18452,18100,36552
16001,49035,18647,17872,36519
37119,51710,18491,17985,36476
08041,48439,17709,18754,36463
23005,36081,17062,19399,36461
36055,36081,17936,18488,36424
06073,48453,17785,18496,36281
47037,48113,18113,17914,36027
26081,26163,17662,18360,36022
09003,24003,17587,18410,35997
12011,37183,17764,17899,35663
12095,48113,17678,17904,35582
48141,48201,19003,16526,35529
12091,48439,17407,18100,35507
08031,39049,17443,18061,35504
13063,47065,17462,18020,35482
47157,48201,17665,17795,35460
12011,12057,15938,19484,35422
24003,36001,18012,17366,35378
06073,48113,17915,17448,35363
29189,37119,17702,17648,35350
37119,39035,17137,18164,35301
26163,55079,18388,16780,35168
17031,35001,17375,17735,35110
37119,48453,17352,17732,35084
53021,53033,17774,17250,35024
41051,48201,17566,17453,35019
06081,12086,17606,17398,35004
06037,35001,17418,17511,34929
25025,51107,17298,17629,34927
12095,29165,17417,17328,34745
26163,48453,16969,17669,34638
25025,39035,17297,17143,34440
34013,51107,15737,18680,34417
42003,48439,16970,17440,34410
12095,21015,16662,17650,34312
08031,12086,17071,17132,34203
22051,37119,16960,17165,34125
48215,48439,18485,15622,34107
13051,37119,16816,17205,34021
24003,36029,17743,16065,33808
39049,48439,16794,16997,33791
06001,17031,16338,17420,33758
06085,48439,16796,16850,33646
05119,48439,16961,16633,33594
24003,48113,16862,16707,33569
12057,47037,16265,17279,33544
08031,08041,16506,16922,33428
12031,24003,16496,16874,33370
36081,51710,16679,16656,33335
20173,48439,16659,16620,33279
22051,34013,16432,16816,33248
24003,53033,16640,16536,33176
37119,45051,16514,16546,33060
13063,13245,16105,16744,32849
08031,40143,16083,16724,32807
12087,13063,16708,16096,32804
12071,26163,16916,15857,32773
11001,44003,16870,15737,32607
13063,21067,16124,16387,32511
17031,40109,16166,16218,32384
06001,48201,16257,16063,32320
37119,47157,16147,16045,32192
37183,48201,16407,15651,32058
12011,12031,15162,16884,32046
12071,37119,16168,15779,31947
13051,36081,16080,15749,31829
06073,24003,16112,15668,31780
48201,48355,15037,16652,31689
27053,51107,15254,16410,31664
12073,13063,15997,15652,31649
12095,53033,15378,15911,31289
35001,48113,14545,16721,31266
12095,36029,15651,15340,30991
18097,36081,15224,15739,30963
42003,48201,15064,15867,30931
17031,42043,14981,15933,30914
24003,48453,15004,15910,30914
04013,11001,15949,14910,30859
26081,27053,15816,15043,30859
12011,32003,15398,15375,30773
17031,51087,15059,15695,30754
17031,32031,15221,15518,30739
12099,37119,15852,14879,30731
08031,26081,15559,15167,30726
18097,27053,15413,15222,30635
06059,41051,15656,14974,30630
24003,49035,15262,15367,30629
12071,36081,15704,14914,30618
26163,29165,15633,14965,30598
08031,19153,14904,15483,30387
04013,04019,15279,15087,30366
04013,12086,15220,14975,30195
29165,36081,14862,15272,30134
04013,55079,14836,15242,30078
06071,53033,15715,14360,30075
21111,37119,14822,15250,30072
29189,34013,15005,14993,29998
12095,55079,14778,15182,29960
32003,47037,14660,15264,29924
06071,06081,15152,14733,29885
06059,49035,15192,14683,29875
18097,26163,14981,14877,29858
27053,38017,15074,14736,29810
09003,26163,15186,14593,29779
48453,53033,14906,14859,29765
12099,25025,15317,14390,29707
12011,48453,14446,15244,29690
29165,53033,15053,14559,29612
06067,13063,15028,14565,29593
06073,42101,15175,14407,29582
24003,51710,14986,14518,29504
25025,51087,14653,14802,29455
27053,55025,14416,15035,29451
06073,51107,14946,14462,29408
36081,51087,14139,15182,29321
04013,24003,13490,15763,29253
32031,48439,14336,14751,29087
26163,51107,14468,14608,29076
36081,50007,14809,14035,28844
13063,39113,14251,14578,28829
04019,17031,15167,13594,28761
17031,39113,14478,14281,28759
37119,45083,14216,14468,28684
25025,41051,14214,14468,28682
06085,13063,14354,14316,28670
12057,32003,14341,14319,28660
11001,22051,14456,14182,28638
06037,21015,14427,14197,28624
12057,37183,14196,14415,28611
36081,55079,14533,13970,28503
25025,36029,14588,13825,28413
01073,17031,13724,14619,28343
41051,53063,14713,13574,28287
18097,48201,13356,14897,28253
13063,40143,14229,14002,28231
21015,37119,14057,14144,28201
24003,29189,14028,14172,28200
05007,17031,13875,14322,28197
13063,45051,14206,13950,28156
26163,55025,14303,13846,28149
37119,39049,14041,14100,28141
47037,53033,14294,13787,28081
12071,24003,14402,13635,28037
19155,48439,13859,14111,27970
13063,35001,14034,13903,27937
13063,37021,14035,13863,27898
12095,36103,14004,13889,27893
13063,36119,14101,13789,27890
48439,55079,14414,13452,27866
21015,32003,13991,13851,27842
17031,55079,13720,14110,27830
06081,48113,13886,13910,27796
41017,53033,14004,13784,27788
42003,42101,13955,13825,27780
37081,37119,14087,13680,27767
37183,47037,14393,13366,27759
48329,48439,14072,13669,27741
04013,47037,12809,14903,27712
49035,53063,13302,14395,27697
29189,53033,14115,13559,27674
12071,34013,14474,13185,27659
01073,48201,13171,14417,27588
34013,42003,13819,13736,27555
12071,25025,14440,13073,27513
06037,39035,13767,13688,27455
12033,48439,13459,13946,27405
32031,49035,13904,13486,27390
48113,48141,13014,14312,27326
06085,36081,13753,13562,27315
04013,18097,12996,14273,27269
34013,39035,13911,13339,27250
06085,48201,13835,13410,27245
21015,27053,13543,13622,27165
06081,12011,13650,13493,27143
48303,48439,13339,13801,27140
08031,30031,14033,13060,27093
32003,39035,13909,13144,27053
34013,41051,13515,13423,26938
06073,25025,13695,13239,26934
48113,48303,13640,13231,26871
21015,42101,13381,13447,26828
41029,53033,13725,13086,26811
06085,48453,13381,13421,26802
04013,12057,13016,13774,26790
16001,41051,12869,13900,26769
04019,08031,13618,13128,26746
12057,51107,13598,13124,26722
19155,32003,13566,13099,26665
12086,26163,13229,13423,26652
12071,42101,13443,13174,26617
21015,34013,12955,13561,26516
09003,11001,12942,13553,26495
32003,35001,13511,12960,26471
23005,24003,12835,13419,26254
37119,48029,12636,13386,26022
08031,56039,13163,12743,25906
06065,06081,13764,12089,25853
22051,32003,12712,13131,25843
22051,26163,13139,12633,25772
12031,48201,12946,12791,25737
30031,49035,12124,13598,25722
24003,36103,13341,12304,25645
21111,48439,12593,13025,25618
06081,37183,12974,12598,25572
27053,48453,12560,13001,25561
27053,37183,12746,12809,25555
41039,53033,13134,12298,25432
29165,47037,13523,11904,25427
09003,27053,12383,13007,25390
32003,55079,12692,12694,25386
37021,37119,12984,12372,25356
11001,39049,12708,12606,25314
06071,06085,12514,12798,25312
12009,13063,12737,12550,25287
11001,37183,12576,12704,25280
06037,37183,12906,12318,25224
17031,19113,12766,12320,25086
05007,13063,12538,12450,24988
25025,29189,12279,12619,24898
12057,48113,12626,12253,24879
29165,37119,12429,12432,24861
17031,26055,13792,11065,24857
27053,30031,12841,11967,24808
09003,12057,12697,11978,24675
22051,48453,12314,12313,24627
08031,55025,12366,12236,24602
06071,32003,12269,12301,24570
12071,48439,12139,12365,24504
48453,49035,12395,12058,24453
17031,33015,12186,12241,24427
12011,37021,12619,11795,24414
06081,39035,12464,11915,24379
12086,47037,12094,12212,24306
17031,47009,12224,12079,24303
24003,45019,12349,11948,24297
13063,44003,12489,11796,24285
06081,24003,12301,11971,24272
13063,22033,12147,12088,24235
06081,29189,11943,12291,24234
36067,36081,11545,12628,24173
49035,56039,12124,11933,24057
08031,30111,12516,11535,24051
48375,48439,11969,12062,24031
13063,20173,12187,11822,24009
12011,48113,12262,11741,24003
48113,48329,11740,12262,24002
01097,13063,11951,12012,23963
22051,47037,12382,11575,23957
27053,53063,11923,11987,23910
06067,48201,12035,11872,23907
11001,29165,12007,11871,23878
12033,48201,11847,12017,23864
19155,27053,11606,12239,23845
39035,48201,12149,11696,23845
27053,39035,11922,11869,23791
17031,30031,12394,11369,23763
08031,19113,11598,12159,23757
06037,48141,11013,12719,23732
21015,24003,12300,11396,23696
45019,48439,11768,11918,23686
12057,22051,11064,12558,23622
48201,48215,10418,13136,23554
32003,51107,11975,11577,23552
12086,32003,11573,11953,23526
12086,22051,11530,11989,23519
48355,48439,12002,11497,23499
12031,25025,11791,11706,23497
13063,36001,12090,11390,23480
24003,29165,12036,11438,23474
29077,48439,11546,11911,23457
39049,48201,11419,12030,23449
42101,44003,11947,11423,23370
36067,37119,11516,11847,23363
12057,18097,12045,11201,23246
48439,51087,11571,11668,23239
13063,48141,11199,12033,23232
08031,47157,11460,11768,23228
18097,24003,11614,11600,23214
27053,46099,11650,11493,23143
27053,39049,11515,11587,23102
17031,56039,12950,10137,23087
16001,27053,11521,11545,23066
04013,39049,11624,11432,23056
27053,42003,11516,11540,23056
06037,18097,11696,11353,23049
06037,12057,11451,11562,23013
13063,36067,11859,11154,23013
28121,48439,11484,11529,23013
25025,48453,11352,11631,22983
13063,19153,11416,11556,22972
13063,28047,11375,11561,22936
11001,12031,11394,11485,22879
48453,51107,11808,11068,22876
08031,20173,10742,12105,22847
13063,23005,11708,11127,22835
12001,13063,11459,11334,22793
04013,19155,11719,11007,22726
11001,45019,11468,11258,22726
24003,48029,9822,12877,22699
06067,27053,11517,11039,22556
04013,53063,12118,10425,22543
09003,12011,10821,11719,22540
39035,47037,11163,11353,22516
12086,27053,11231,11281,22512
01073,48439,11238,11271,22509
26163,42003,10907,11594,22501
34013,49035,10955,11538,22493
40143,48113,11341,11126,22467
13063,47163,11212,11251,22463
12086,37183,10986,11436,22422
36081,51107,11051,11362,22413
06081,21015,11529,10681,22210
12031,26163,11545,10656,22201
17031,23005,11068,11061,22129
06019,06037,11132,10988,22120
13063,55025,11213,10839,22052
47037,48453,10683,11356,22039
06085,48113,11058,10948,22006
29165,29189,10214,11760,21974
17031,29077,11317,10627,21944
21015,48201,10774,11127,21901
32003,39049,10953,10931,21884
08031,09003,10840,11005,21845
19155,48201,11094,10749,21843
37119,45063,10767,11054,21821
12099,36119,11254,10561,21815
17031,40143,11106,10680,21786
17031,50007,11229,10530,21759
06073,29189,10961,10793,21754
48113,53033,10628,11094,21722
09003,51107,10920,10736,21656
17031,55009,11054,10593,21647
48439,51710,10666,10951,21617
24003,39049,10316,11264,21580
12095,48029,10496,11074,21570
29189,47037,10121,11422,21543
13063,37129,10913,10561,21474
19153,48439,10233,11213,21446
06037,39049,10649,10767,21416
19155,29189,10570,10819,21389
37119,51003,10710,10669,21379
48113,48375,10551,10684,21235
21111,24003,10895,10338,21233
04013,16001,10883,10334,21217
22051,42101,10756,10459,21215
27053,38015,10893,10286,21179
01073,37119,10413,10740,21153
06019,48439,10750,10395,21145
04013,06019,10452,10608,21060
12071,27053,10670,10378,21048
12095,36001,10926,9915,20841
08031,12031,10242,10563,20805
32003,37183,10335,10441,20776
13063,36055,10348,10407,20755
26163,39049,10300,10432,20732
37119,47009,10441,10225,20666
12011,21015,10419,10184,20603
17031,46099,10571,9968,20539
06081,11001,10471,10062,20533
24003,55079,10300,10225,20525
06081,47037,10555,9932,20487
11001,18097,10335,10126,20461
08031,48141,10132,10313,20445
06085,27053,10743,9642,20385
21015,25025,10438,9858,20296
24003,36055,10562,9661,20223
21015,26163,10367,9845,20212
34013,39049,10111,10067,20178
09003,42101,9735,10431,20166
12057,29189,9843,10266,20109
08031,08097,10619,9460,20079
48027,48439,10382,9668,20050
12099,42101,10465,9520,19985
06059,27053,9917,10061,19978
06081,41039,10170,9710,19880
17031,45051,9974,9885,19859
06059,34013,10030,9823,19853
04013,40109,9988,9820,19808
26163,39035,9599,10142,19741
11001,21015,9710,10016,19726
12057,27053,9795,9882,19677
12031,47037,10072,9582,19654
42101,45019,9649,9992,19641
39049,42101,9945,9626,19571
37119,42043,9542,10003,19545
04013,12011,9629,9895,19524
32003,48141,9137,10369,19506
12031,42101,9668,9807,19475
37051,37119,9813,9655,19468
47009,48439,9628,9820,19448
12011,34001,9960,9461,19421
36029,37119,9177,10239,19416
04013,19153,9679,9714,19393
08031,21111,9710,9668,19378
37183,51107,9861,9508,19369
06081,32031,9829,9533,19362
18097,42101,9837,9511,19348
19153,27053,9770,9577,19347
22051,25025,9764,9533,19297
45083,48439,9976,9261,19237
39035,51107,9336,9831,19167
26163,36029,9720,9433,19153
36081,37081,9662,9467,19129
32003,53063,9982,9117,19099
