geoid_a,geoid_b,pax_ab,pax_ba,passengers
34013,53033,22888,24947,47835
24003,47037,24094,23597,47691
47157,48439,23573,24023,47596
17031,55025,23946,23607,47553
29189,32003,24479,23055,47534
09003,37119,24242,23187,47429
36081,42003,23397,23827,47224
26163,48201,23732,23439,47171
37183,42101,23289,23876,47165
06067,06071,22834,23789,46623
27053,49035,23511,23105,46616
11001,47037,23470,23137,46607
05119,13063,23283,23303,46586
37119,45019,23255,23082,46337
24003,44003,23456,22865,46321
12031,36081,22453,23687,46140
36081,48453,23111,23010,46121
37119,37129,23100,22930,46030
27053,47037,23334,22668,46002
12095,29189,23087,22901,45988
12091,13063,22895,23093,45988
37119,44003,22713,23221,45934
37183,48439,23245,22614,45859
17031,35001,22383,23402,45785
06001,06059,22663,22910,45573
12086,25025,22073,23403,45476
36081,39035,22185,23117,45302
13063,45063,23003,22261,45264
48201,48329,21465,23770,45235
12095,44003,21530,23687,45217
32003,48113,22530,22510,45040
06037,32031,22190,22814,45004
08031,16001,21738,23037,44775
12095,51107,21690,23007,44697
06037,12011,22480,22191,44671
17031,19153,22380,22241,44621
41051,48439,22652,21921,44573
06001,49035,22161,22408,44569
06037,29165,22642,21783,44425
40143,48201,22678,21725,44403
04013,29189,21637,22454,44091
12011,47037,22059,21958,44017
22051,48113,21758,22249,44007
12071,37119,20935,23001,43936
08031,40109,22299,21552,43851
06067,17031,21899,21937,43836
13063,47065,21540,22166,43706
24003,36001,21117,22580,43697
24003,48439,21796,21767,43563
32003,47037,21596,21763,43359
32003,48029,21987,21269,43256
36081,45019,21452,21736,43188
08031,37183,21382,21568,42950
12095,48453,21721,21129,42850
35001,48201,22393,20328,42721
12011,12057,21222,21398,42620
11001,29189,21257,21340,42597
29165,48201,21130,21411,42541
13063,28121,21011,21455,42466
34013,48453,21124,21220,42344
29189,48201,21996,20269,42265
17031,44003,20641,21290,41931
06067,41051,20645,21266,41911
26163,29189,20479,21358,41837
37119,48453,21334,20500,41834
48439,51107,21029,20800,41829
08031,21015,21404,20316,41720
06085,17031,20247,21463,41710
08031,32031,20640,21027,41667
21015,36081,20936,20553,41489
06067,48439,20765,20578,41343
06059,06067,20369,20816,41185
12031,48439,20037,21082,41119
37119,51107,20211,20893,41104
26163,48453,20818,20145,40963
12095,32003,20232,20657,40889
04013,32031,18641,21999,40640
48061,48201,20073,20535,40608
06085,49035,18898,21638,40536
26163,49035,20627,19908,40535
22051,34013,20132,20370,40502
06001,06071,20621,19828,40449
22051,24003,19927,20513,40440
24003,33015,19896,20536,40432
04019,06037,20100,19903,40003
37119,45051,19689,20301,39990
39035,48439,19782,20131,39913
29165,32003,20116,19786,39902
12095,22051,20768,19099,39867
04013,29165,20144,19561,39705
12011,12095,20653,19035,39688
13063,21067,20095,19540,39635
37119,51710,19615,20007,39622
11001,12011,19957,19609,39566
12127,13063,19652,19913,39565
36081,39049,19662,19841,39503
12031,17031,19215,20229,39444
12095,39035,19101,20313,39414
12073,13063,19400,20005,39405
18097,48439,19350,20017,39367
13063,40109,19694,19656,39350
12095,36029,19273,20049,39322
18097,32003,18595,20686,39281
37119,47157,19867,19322,39189
13063,19155,19453,19733,39186
27053,55079,19105,20081,39186
12095,42003,18952,20168,39120
25025,42003,19546,19563,39109
27053,29165,19285,19756,39041
06073,37119,20216,18763,38979
12057,12086,19606,19351,38957
17031,47157,20401,18541,38942
48141,48201,20532,18272,38804
12099,37119,19391,19388,38779
05007,48439,19084,19654,38738
24003,36029,18868,19841,38709
12071,34013,16899,21742,38641
29189,48113,19299,19318,38617
12071,26163,17765,20851,38616
08031,11001,18926,19690,38616
29189,42101,20817,17680,38497
06037,35001,18907,19539,38446
37119,39035,18326,20105,38431
17031,36067,18953,19447,38400
18097,37119,19149,19236,38385
13063,26081,18700,19676,38376
12095,39049,18936,19335,38271
29165,48113,19109,19033,38142
09003,24003,19827,18090,37917
13063,36029,18424,19439,37863
42101,48201,18903,18922,37825
48201,51107,18606,19063,37669
26081,26163,18402,19189,37591
17031,36055,18428,19075,37503
12071,27053,17669,19806,37475
34013,51107,18362,19084,37446
12095,48113,19014,18340,37354
06037,11001,18670,18647,37317
29189,37119,18757,18526,37283
42101,53033,18119,19101,37220
17031,51107,17717,19406,37123
06037,48029,19434,17546,36980
13063,13245,18326,18497,36823
36055,36081,18507,18253,36760
04013,48141,18415,18269,36684
12095,49035,18327,18323,36650
11001,44003,18558,17926,36484
05119,48439,18255,18220,36475
42003,48439,18427,17839,36266
06001,08031,18012,18222,36234
11001,12057,18328,17719,36047
08031,42003,18607,17412,36019
47037,48113,18045,17785,35830
11001,48113,18857,16907,35764
12095,21015,17287,18359,35646
53021,53033,18576,17040,35616
08041,48439,17950,17475,35425
12071,25025,16077,19345,35422
48201,49035,18249,17171,35420
26163,37183,17493,17817,35310
06081,12095,17658,17651,35309
17031,55079,17643,17647,35290
06073,34013,17310,17800,35110
06067,49035,16946,18111,35057
25025,51107,17687,17349,35036
08031,53063,16299,18521,34820
06073,25025,17496,17226,34722
42003,48201,16676,17898,34574
16001,49035,17559,16865,34424
21015,48439,17035,17336,34371
08031,40143,17572,16766,34338
04013,24003,15478,18795,34273
11001,37183,17455,16620,34075
36081,48113,17055,16997,34052
06059,13063,16733,17263,33996
39049,48439,17441,16511,33952
13051,37119,16885,17026,33911
24003,48113,17410,16447,33857
06037,29189,16410,17392,33802
17031,45019,16595,17082,33677
06085,48439,16808,16823,33631
34013,42003,16983,16573,33556
06073,48113,16405,17113,33518
06065,06081,15212,17898,33110
06001,17031,16408,16596,33004
06059,41051,16760,16175,32935
12011,32003,16498,16393,32891
37119,45083,16344,16457,32801
12057,32003,15586,17097,32683
12071,42101,15587,16987,32574
47157,48201,16120,16418,32538
06081,12086,16250,16283,32533
13063,41051,16024,16463,32487
18097,27053,16089,16130,32219
37183,48201,16740,15367,32107
18097,48201,16664,15428,32092
06071,06081,16459,15625,32084
20173,48439,16030,15783,31813
12031,24003,15834,15956,31790
04013,12095,15544,16192,31736
25025,48453,16517,15219,31736
24003,51710,14706,16819,31525
37081,37119,15794,15614,31408
12095,55079,16056,15311,31367
12099,25025,14637,16639,31276
12011,22051,15469,15750,31219
25025,39035,15745,15412,31157
21015,37119,15331,15792,31123
12095,29165,14853,16183,31036
26163,29165,16143,14858,31001
48201,48355,15418,15569,30987
04019,17031,15695,15229,30924
42003,42101,15072,15779,30851
22051,26163,15284,15494,30778
06085,48453,16557,14213,30770
04013,11001,15543,15178,30721
27053,38017,15164,15553,30717
17031,19113,15651,14970,30621
41017,53033,15654,14920,30574
08031,08041,15208,15293,30501
37119,53033,14628,15864,30492
01073,17031,14711,15652,30363
22051,47037,14681,15649,30330
32003,51107,15387,14932,30319
26163,55079,15168,15134,30302
17031,42043,15061,15223,30284
12011,37183,14396,15871,30267
48113,48303,15223,14971,30194
36081,41051,14515,15668,30183
04013,55079,14672,15506,30178
24003,48453,15439,14736,30175
13063,37021,14977,15158,30135
06073,26163,14535,15583,30118
23005,24003,16161,13955,30116
35001,48113,14182,15893,30075
06085,13063,15331,14674,30005
17031,51710,14664,15321,29985
08031,39049,15340,14615,29955
36081,51087,14938,15002,29940
13051,36081,15047,14848,29895
06059,48201,15218,14675,29893
06067,13063,14828,15064,29892
04013,12086,15333,14547,29880
04013,47037,15068,14796,29864
17031,40109,15209,14483,29692
12086,22051,14675,14891,29566
18097,36081,14791,14713,29504
48215,48439,14879,14545,29424
13063,35001,14480,14878,29358
13063,36119,14590,14704,29294
18097,24003,14134,15131,29265
29165,36081,14480,14758,29238
12086,37183,14789,14423,29212
06059,49035,14572,14562,29134
32003,35001,14124,14964,29088
08031,26081,14652,14306,28958
29165,37119,14626,14289,28915
32003,55079,14461,14453,28914
24003,36103,14394,14332,28726
12071,36081,13691,14971,28662
24003,29189,14583,14010,28593
26081,27053,14751,13824,28575
36081,51710,14726,13636,28362
06001,48201,14045,14316,28361
48453,53033,13650,14709,28359
04019,08031,13483,14826,28309
13063,45051,14079,14221,28300
06071,06085,13233,15066,28299
37021,37119,14230,14035,28265
12095,36103,14023,14236,28259
21111,37119,13769,14436,28205
19155,48439,14284,13919,28203
48303,48439,14117,14084,28201
12057,27053,13763,14432,28195
37119,39049,14161,14023,28184
17031,51087,14205,13959,28164
36067,37119,13886,14219,28105
11001,22051,14367,13625,27992
21015,32003,14029,13939,27968
23005,36081,14123,13811,27934
36081,50007,13236,14636,27872
41051,53063,14180,13691,27871
26163,51107,13811,14040,27851
21015,42101,13555,14294,27849
27053,55025,13447,14376,27823
27053,48453,14250,13539,27789
17031,39113,14072,13700,27772
12001,13063,13690,13979,27669
01073,48201,14345,13242,27587
26163,55025,13756,13810,27566
12057,22051,13680,13861,27541
18097,26163,13648,13853,27501
36067,36081,13433,14037,27470
25025,51087,13861,13521,27382
06073,48453,13048,14284,27332
48329,48439,13774,13522,27296
12057,51107,13173,14094,27267
12011,12031,13185,14049,27234
04013,18097,12379,14806,27185
08031,19153,13544,13639,27183
41039,53033,14022,13092,27114
12011,37021,13600,13500,27100
09003,26163,13678,13330,27008
04013,12057,13937,13035,26972
13063,39113,13262,13678,26940
08031,12086,14052,12838,26890
29189,34013,13735,13144,26879
06073,24003,13462,13410,26872
12087,13063,13442,13406,26848
25025,36029,13144,13684,26828
22051,48453,13446,13378,26824
05007,17031,13387,13385,26772
13063,22033,13388,13331,26719
21015,34013,13239,13469,26708
12057,47037,12783,13920,26703
32031,49035,13688,13009,26697
48439,55079,12992,13662,26654
34013,39035,13777,12861,26638
12009,13063,13270,13254,26524
11001,39049,13262,13255,26517
17031,33015,12714,13721,26435
12099,36119,12131,14159,26290
42101,44003,13234,13026,26260
48113,48141,13125,13131,26256
13063,40143,12966,13190,26156
32003,39049,12589,13538,26127
06073,51107,12635,13470,26105
16001,41051,13000,13077,26077
04019,32003,12300,13745,26045
06081,12011,13432,12600,26032
08031,30031,12460,13498,25958
36081,55079,12727,13159,25886
09003,27053,12671,13197,25868
25025,41051,13259,12594,25853
22051,42101,13134,12687,25821
06081,24003,12894,12841,25735
04013,04019,12893,12840,25733
17031,55009,12463,13268,25731
12095,53033,12460,13261,25721
32003,39035,13073,12500,25573
29165,47037,13494,12068,25562
19155,32003,13247,12313,25560
25025,29189,12689,12852,25541
34013,41051,12909,12526,25435
41029,53033,12806,12626,25432
37183,47037,13264,12089,25353
09003,51107,13230,12101,25331
06071,53033,12198,13065,25263
12071,24003,12006,13116,25122
29189,53033,11995,13126,25121
06037,39035,12831,12232,25063
09003,12057,12657,12332,24989
06067,27053,12442,12445,24887
48453,51107,12263,12568,24831
48201,48215,12179,12585,24764
06071,32003,13003,11728,24731
13063,44003,12473,12200,24673
21111,48439,12430,12223,24653
37119,42043,12616,12013,24629
48453,49035,12060,12531,24591
47037,53033,12365,12205,24570
06085,48113,12468,12096,24564
12086,26163,11700,12711,24411
08031,30111,12184,12211,24395
19155,27053,12208,12182,24390
12071,48439,11910,12426,24336
06037,21015,12463,11842,24305
05007,13063,12170,12041,24211
24003,36055,12202,11992,24194
27053,46099,12215,11975,24190
21015,27053,11901,12282,24183
37119,48029,12225,11955,24180
21111,24003,12052,12123,24175
11001,29165,11933,12238,24171
09003,12011,12807,11131,23938
49035,53063,11132,12769,23901
13063,36067,11762,12092,23854
47037,48453,12029,11711,23740
01073,37119,11966,11745,23711
06085,36081,11911,11793,23704
37119,51003,12073,11625,23698
17031,29077,11938,11741,23679
13063,36001,11797,11867,23664
08031,48141,11977,11664,23641
13063,28047,11709,11918,23627
13063,36055,11671,11955,23626
13063,23005,11330,12292,23622
37119,45063,12064,11538,23602
17031,26055,11284,12318,23602
24003,55079,11560,11951,23511
25025,49035,11658,11813,23471
39035,48201,11634,11795,23429
24003,53033,13528,9857,23385
12033,48201,11524,11838,23362
48113,48329,12195,11164,23359
08031,55025,11888,11454,23342
24003,49035,11141,12200,23341
29165,29189,11388,11939,23327
37183,51107,11888,11395,23283
09003,42101,11948,11311,23259
12011,48113,12382,10823,23205
24003,45019,11585,11576,23161
27053,37183,11839,11263,23102
12099,42101,10740,12278,23018
37119,47009,11410,11584,22994
08031,46099,11225,11667,22892
36081,51107,11219,11666,22885
27053,51107,11281,11590,22871
12031,48201,10343,12523,22866
12086,27053,10946,11920,22866
01097,13063,11357,11487,22844
48375,48439,11648,11181,22829
36001,37119,11589,11222,22811
13063,19153,11455,11321,22776
12033,48439,11443,11273,22716
04013,53063,10996,11575,22571
06081,37183,11280,11274,22554
18097,42101,10833,11690,22523
13063,55025,11115,11408,22523
12095,34001,11123,11391,22514
39049,48201,11458,11055,22513
48355,48439,11219,11231,22450
06083,08031,10998,11449,22447
06037,48141,11030,11364,22394
06085,27053,11147,11227,22374
12031,25025,10814,11556,22370
04013,16001,10627,11719,22346
29165,53033,11095,11249,22344
29189,49035,12112,10188,22300
21111,48201,11359,10899,22258
12057,48113,10866,11343,22209
24003,39049,11201,10996,22197
17031,40143,11221,10965,22186
17031,23005,10105,12067,22172
13063,48141,10972,11192,22164
13063,20173,10959,11186,22145
12081,37119,10769,11351,22120
04013,19155,10798,11308,22106
29077,48439,11096,10960,22056
17031,46099,11081,10965,22046
12091,48439,10984,11019,22003
32003,42003,11762,10234,21996
08031,12031,10998,10985,21983
08031,09003,10647,11267,21914
06081,47037,10992,10910,21902
37119,47065,10923,10978,21901
27053,38015,10874,11025,21899
12095,36001,10464,11423,21887
48439,51087,10812,11073,21885
06073,47037,11250,10631,21881
32031,48439,11427,10447,21874
12057,39035,10651,11187,21838
26163,39049,10949,10849,21798
11001,34013,10587,11159,21746
27053,39049,11432,10294,21726
12031,26163,10815,10889,21704
24003,29165,10993,10691,21684
12099,48439,10894,10780,21674
13063,47163,10857,10809,21666
36029,37119,10943,10714,21657
27053,53063,10763,10835,21598
12057,37183,10999,10579,21578
12057,42003,10488,11085,21573
28121,48439,10678,10887,21565
26163,36029,10509,11051,21560
12057,39049,10403,11095,21498
12031,47037,10994,10421,21415
11001,45019,10782,10615,21397
22051,25025,10046,11347,21393
40143,48113,10615,10743,21358
42101,48453,10931,10379,21310
06073,42101,10718,10591,21309
22051,32003,10956,10341,21297
04013,39049,10763,10473,21236
48113,53033,10467,10742,21209
18097,34013,10229,10943,21172
04013,40109,10040,11090,21130
08031,47157,10396,10725,21121
22033,48201,10499,10548,21047
06081,11001,10859,10181,21040
29165,49035,10250,10725,20975
11001,21015,10149,10800,20949
39035,47037,10002,10907,20909
06019,06037,10544,10350,20894
06019,48439,10549,10296,20845
06067,48201,10308,10468,20776
34013,45019,10621,10152,20773
19155,48201,10536,10235,20771
21015,24003,9930,10813,20743
01073,48439,10239,10477,20716
11001,12031,10424,10268,20692
29189,47037,10038,10529,20567
17031,47009,10558,9986,20544
04013,06065,9951,10593,20544
06073,29189,10283,10052,20335
12086,32003,9980,10243,20223
17031,55087,9862,10354,20216
34013,39049,10502,9693,20195
04013,06019,9913,10246,20159
04013,19153,10016,10129,20145
06059,27053,9878,10161,20039
21015,48201,10000,10037,20037
26163,42003,10013,10012,20025
24003,39035,9768,10242,20010
22017,48439,9829,10173,20002
08031,19113,10129,9870,19999
48113,48375,9731,10196,19927
37119,51770,9861,10054,19915
13063,51770,10145,9743,19888
26163,39035,9499,10370,19869
11001,18097,9678,10174,19852
04019,13063,9850,9956,19806
04013,12011,10372,9431,19803
49035,56039,9000,10752,19752
19155,29189,9798,9939,19737
39035,51107,9582,10146,19728
27053,42003,10052,9666,19718
39049,42101,9551,10083,19634
17031,17161,9783,9840,19623
32003,53063,9249,10290,19539
22033,48439,9598,9936,19534
19153,48439,9843,9682,19525
06059,34013,9779,9694,19473
29189,39035,9582,9883,19465
08031,30063,9642,9784,19426
24003,42003,9332,9939,19271
12099,36103,8643,10619,19262
13063,37129,9566,9686,19252
30031,49035,9820,9422,19242
17031,21067,9539,9666,19205
08031,21111,9722,9480,19202
17031,18003,9521,9654,19175
08031,20173,9440,9731,19171
12011,48453,8430,10740,19170
22051,27053,8972,10176,19148
06081,21015,10148,8980,19128
41051,48201,9746,9330,19076
17031,20173,9545,9516,19061
32031,53033,9430,9596,19026
09003,11001,9418,9604,19022
06019,08031,9371,9650,19021
11001,12099,9747,9252,18999
27053,30031,9159,9836,18995
