geoid_a,geoid_b,pax_ab,pax_ba,passengers
12086,47037,9228,9741,18969
12071,48201,8748,10154,18902
25025,45019,9646,9226,18872
06037,18097,10625,8227,18852
36081,37081,9435,9411,18846
25025,39049,9586,9234,18820
19153,27053,9424,9370,18794
12095,36119,9101,9680,18781
12011,39035,9025,9690,18715
12011,42003,9185,9528,18713
45019,48439,9466,9131,18597
32003,37183,9260,9307,18567
01089,48439,9333,9227,18560
37119,49035,9087,9437,18524
37051,37119,9210,9253,18463
48027,48439,9267,9190,18457
21015,26163,9389,9060,18449
12057,29189,9385,9039,18424
06065,53033,8813,9609,18422
16001,32003,8992,9355,18347
27053,27137,8956,9380,18336
12033,37119,9103,9228,18331
12099,17031,8709,9605,18314
22051,53033,8973,9335,18308
26055,26163,9228,8943,18171
37119,51031,9064,9020,18084
12086,12087,8755,9290,18045
05119,48113,8756,9266,18022
13063,37051,8957,9036,17993
17031,50007,8274,9701,17975
11001,23005,8612,9328,17940
08031,56039,8059,9868,17927
26163,44003,8285,9600,17885
37119,51700,9009,8859,17868
06081,06083,9037,8826,17863
12057,18097,8811,9036,17847
37119,39113,8905,8888,17793
13245,37119,8975,8793,17768
08031,41039,8891,8848,17739
06085,48201,9053,8682,17735
17031,36119,8809,8903,17712
40109,48113,7985,9698,17683
12011,39049,8707,8927,17634
06037,16001,8898,8726,17624
32003,53073,8769,8836,17605
01101,13063,8676,8910,17586
32003,48141,8945,8622,17567
11001,53033,8713,8804,17517
13063,42043,8627,8877,17504
12005,47037,8697,8802,17499
08031,08067,8626,8869,17495
53033,53073,8331,9096,17427
37183,53033,8485,8937,17422
37119,55079,8360,9000,17360
21015,25025,8731,8614,17345
04013,39035,8354,8970,17324
06081,16001,8368,8938,17306
45019,48201,8751,8501,17252
06001,35001,8349,8892,17241
16001,27053,8590,8650,17240
37119,37133,8845,8375,17220
12057,48453,8637,8579,17216
06081,48113,8774,8432,17206
32003,36029,8924,8255,17179
12095,51087,8329,8842,17171
51107,51710,8478,8686,17164
27053,39035,8403,8731,17134
06037,39049,8355,8774,17129
06081,41039,8560,8519,17079
42101,51710,8568,8507,17075
06065,48439,8546,8482,17028
45083,48439,8699,8264,16963
06085,32031,8129,8832,16961
26163,36001,8146,8808,16954
39035,42101,8082,8869,16951
06081,32031,7985,8964,16949
33015,42101,8530,8416,16946
17031,26049,8117,8822,16939
47037,55079,8877,8054,16931
12011,21015,8467,8461,16928
13063,22017,8604,8316,16920
48029,53033,8330,8556,16886
12031,12086,8359,8490,16849
32003,40109,8124,8720,16844
12071,39035,8034,8793,16827
12099,24003,8680,8070,16750
47157,48113,8893,7841,16734
34013,49035,7549,9160,16709
12095,48029,7471,9225,16696
12031,42101,8172,8509,16681
39049,47037,8615,8026,16641
26163,36055,8095,8536,16631
23005,34013,8439,8186,16625
17031,32031,8860,7760,16620
23005,42101,8550,8055,16605
04013,06083,7833,8764,16597
17031,17143,8100,8483,16583
06071,13063,8599,7974,16573
12011,34001,7970,8589,16559
48029,51107,8206,8329,16535
17031,45083,8219,8299,16518
47037,51107,8384,8098,16482
05119,17031,8070,8404,16474
06065,08031,8074,8383,16457
17031,27109,8126,8287,16413
42003,47037,8352,8018,16370
06081,53061,8095,8221,16316
41051,48113,8281,8015,16296
48201,55079,7882,8369,16251
13063,26049,8048,8170,16218
36081,45051,7836,8378,16214
36029,42101,8054,8110,16164
06073,35001,8052,8018,16070
13063,39153,7799,8218,16017
47009,48439,7849,8164,16013
39049,51107,8107,7877,15984
22055,48201,7995,7976,15971
17031,38017,8093,7863,15956
29165,34013,7906,8046,15952
06037,37183,7961,7945,15906
12127,37119,7788,8113,15901
37049,37119,8008,7880,15888
21067,37119,7857,8024,15881
27053,48029,8262,7615,15877
13051,17031,7874,7939,15813
23005,37119,8357,7435,15792
12031,34013,7493,8298,15791
36055,37119,7830,7943,15773
41029,41051,7697,8067,15764
26163,36015,7761,7989,15750
48439,51710,8022,7698,15720
18097,51107,7636,8078,15714
24003,35001,7730,7982,15712
09003,48439,7715,7984,15699
04013,42003,7673,8022,15695
12117,47009,7924,7713,15637
06073,32031,7755,7828,15583
11001,39035,7872,7693,15565
13063,51003,7782,7773,15555
26163,36067,7582,7923,15505
18097,53033,7563,7925,15488
05119,48201,7840,7624,15464
34013,36029,7628,7787,15415
08031,46103,7447,7957,15404
12011,44003,6680,8720,15400
42101,51087,7592,7806,15398
48141,48453,7559,7824,15383
06081,22051,8118,7262,15380
12011,49035,7948,7402,15350
34013,50007,7662,7680,15342
08031,08097,7140,8196,15336
04013,49049,7549,7747,15296
13063,29077,7732,7554,15286
06071,49035,7507,7746,15253
12011,51087,7465,7787,15252
11001,42003,7852,7335,15187
12057,21015,7595,7548,15143
06071,41051,7099,8043,15142
27053,46103,7337,7796,15133
48061,48439,7818,7290,15108
29189,48453,8048,7037,15085
47037,49035,7635,7427,15062
12103,37021,7603,7433,15036
36081,42101,7331,7698,15029
04019,48201,7315,7698,15013
06067,06081,7780,7221,15001
36081,48029,7538,7449,14987
21111,26163,7171,7805,14976
48029,49035,7355,7596,14951
04005,04013,7718,7183,14901
29189,37183,7679,7181,14860
27053,38035,7462,7393,14855
12057,36103,7290,7503,14793
42003,51107,7475,7278,14753
12095,33015,6572,8181,14753
05119,37119,7477,7260,14737
22055,48439,7253,7461,14714
33015,37119,7586,7107,14693
06073,12095,7439,7196,14635
17031,37081,7358,7269,14627
12091,37119,7268,7356,14624
13063,54039,7340,7232,14572
06001,13063,7454,7090,14544
12011,29189,6921,7621,14542
12117,37021,7307,7233,14540
45063,48439,7411,7113,14524
17031,39153,7383,7125,14508
21015,49035,6779,7714,14493
29165,42101,7175,7311,14486
30063,53033,7325,7155,14480
06037,41039,7000,7473,14473
16001,53063,7358,7112,14470
26163,41051,7048,7408,14456
42043,42101,7654,6800,14454
19153,26163,7143,7240,14383
01073,48113,7185,7188,14373
08031,38017,7124,7236,14360
06073,29165,5985,8354,14339
12001,37119,7095,7243,14338
48439,48441,7085,7241,14326
26145,26163,7248,7071,14319
34013,51087,7322,6982,14304
13051,34013,7067,7225,14292
08031,08077,7004,7264,14268
06081,42003,7141,7033,14174
29189,48029,6514,7651,14165
12011,18097,7141,7002,14143
26081,48439,7043,7099,14142
47037,48029,7614,6523,14137
30063,49035,7330,6752,14082
04013,06079,7240,6785,14025
25025,55079,6942,7044,13986
21111,36081,7078,6890,13968
37119,42079,6875,7090,13965
42101,50007,6813,7148,13961
17031,55073,6720,7221,13941
30111,49035,7082,6850,13932
13063,22055,6826,7079,13905
48439,55025,6721,7174,13895
27053,55009,6766,7095,13861
06081,41029,6825,7031,13856
12071,21015,6617,7229,13846
27053,47157,6882,6964,13846
12086,48453,6929,6913,13842
28121,48201,7035,6791,13826
04013,37183,7892,5927,13819
36001,42101,6945,6856,13801
12095,21111,6926,6862,13788
37119,54039,6588,7170,13758
17031,29019,6675,7083,13758
17031,42027,6647,7103,13750
37119,47163,6796,6941,13737
45019,51107,6781,6950,13731
42101,45019,6906,6808,13714
12033,47037,6951,6749,13700
04013,04027,6886,6805,13691
26163,51710,6790,6851,13641
37119,39153,6765,6856,13621
39113,48439,7021,6597,13618
26163,47157,7033,6559,13592
42101,45051,6678,6913,13591
35049,48439,6912,6664,13576
22051,48029,6581,6994,13575
27053,38101,6558,6987,13545
06073,48029,7205,6333,13538
17031,27137,6573,6953,13526
26163,51087,6433,7093,13526
36081,47157,6738,6771,13509
12086,29189,6561,6922,13483
23005,26163,6824,6633,13457
08031,38015,6499,6946,13445
13063,51700,6728,6709,13437
22051,29189,6829,6563,13392
17031,18141,6432,6948,13380
11001,47157,6547,6822,13369
30029,49035,6783,6579,13362
29189,39049,6481,6840,13321
26163,55009,6530,6743,13273
13051,25025,6625,6624,13249
06081,12057,6929,6319,13248
26077,26163,6676,6504,13180
29189,40109,6262,6914,13176
16019,49035,6618,6550,13168
06001,16001,6303,6854,13157
36067,42101,6575,6531,13106
12095,47157,6375,6695,13070
35001,53033,6481,6581,13062
12073,37119,6628,6424,13052
36055,42101,6374,6612,12986
19113,48439,6609,6361,12970
53033,55079,6801,6163,12964
08041,32003,6675,6252,12927
17019,17031,6633,6272,12905
05007,37119,6817,6055,12872
29189,40143,5996,6852,12848
08031,12071,6559,6260,12819
05131,48439,6493,6323,12816
12095,36067,6055,6753,12808
45019,47037,6515,6290,12805
17031,51003,6259,6538,12797
01097,48201,6514,6277,12791
19155,26163,6299,6450,12749
05119,08031,6242,6463,12705
12057,44003,5681,6944,12625
23019,42101,6596,6016,12612
27053,30111,6187,6424,12611
19153,32003,6422,6162,12584
26163,45083,6344,6234,12578
17031,26037,6110,6453,12563
13063,42077,6149,6405,12554
04019,06073,6195,6334,12529
13051,48439,6303,6210,12513
37081,48439,6211,6293,12504
12005,48201,6155,6343,12498
26163,45051,6247,6237,12484
32031,41051,6293,6186,12479
05007,08031,6363,6089,12452
24003,42101,6519,5862,12381
27053,55087,6079,6292,12371
21067,26163,6221,6149,12370
13051,42101,6175,6180,12355
01073,12095,5465,6840,12305
08031,41029,6110,6188,12298
06065,17031,5757,6507,12264
08031,56025,6000,6243,12243
06019,32003,6258,5964,12222
19153,29189,6118,6082,12200
08041,17031,5711,6476,12187
06001,48113,6425,5731,12156
17031,26077,6012,6140,12152
26163,55087,6209,5941,12150
36119,37119,6078,6049,12127
08041,13063,6098,6027,12125
08031,45019,6188,5930,12118
26037,26163,6241,5875,12116
17031,48141,6029,6068,12097
27053,30063,5991,6075,12066
17031,42077,6014,6020,12034
34013,51710,6265,5763,12028
01073,08031,5983,6037,12020
25025,36055,6073,5944,12017
35001,49035,5968,6006,11974
16001,17031,6144,5825,11969
01089,37119,5798,6165,11963
06067,16001,5947,6013,11960
26163,48029,6172,5767,11939
01097,37119,5946,5988,11934
20173,48201,5922,5994,11916
11001,55079,5877,6037,11914
24003,48029,4578,7281,11859
48439,48451,5842,5983,11825
06037,06097,5865,5951,11816
12009,37119,5915,5888,11803
30029,53033,6158,5640,11798
17031,31109,5825,5952,11777
06073,16001,6528,5212,11740
05007,48201,5696,6032,11728
06081,35001,5714,5974,11688
30031,53033,6031,5657,11688
08031,51087,5777,5905,11682
11001,50007,5709,5968,11677
19155,37119,5775,5880,11655
23019,36081,6132,5500,11632
36081,47009,5938,5690,11628
13063,18003,5717,5907,11624
06019,53033,5751,5827,11578
12117,42077,5615,5930,11545
04013,06053,5813,5723,11536
11001,42101,5862,5667,11529
06037,53061,5556,5962,11518
12103,21015,5872,5638,11510
37119,40143,5583,5924,11507
11001,33015,5960,5502,11462
05119,29189,5633,5815,11448
26163,36119,5670,5770,11440
20173,29189,5878,5555,11433
19113,26163,5661,5765,11426
34013,36055,5769,5654,11423
13063,18163,5663,5752,11415
49035,53021,5630,5784,11414
34013,48029,5735,5671,11406
28121,37119,5580,5824,11404
18141,26163,5714,5646,11360
23005,51107,5825,5522,11347
41017,41051,5574,5746,11320
21015,51107,5723,5595,11318
22051,51107,5593,5696,11289
36055,51107,5675,5592,11267
06001,53063,6166,5091,11257
12081,36081,5360,5892,11252
06037,41029,5377,5871,11248
26163,47009,5888,5344,11232
01097,48439,5428,5784,11212
34013,55079,5627,5541,11168
12103,18097,5519,5631,11150
13063,17113,5565,5583,11148
12011,36119,5267,5874,11141
12086,45019,5505,5628,11133
13063,19113,5458,5672,11130
12086,21015,5293,5830,11123
04019,53033,5366,5743,11109
29165,41051,6052,5053,11105
26163,42043,5722,5374,11096
11001,49035,5393,5689,11082
06077,32003,5624,5449,11073
04013,08077,5287,5720,11007
21111,27053,5383,5585,10968
06067,36081,5383,5572,10955
37119,41051,5386,5555,10941
06083,49035,5161,5770,10931
06037,06053,5581,5330,10911
13063,17161,5389,5506,10895
24003,36081,5531,5356,10887
12117,21015,5461,5422,10883
06081,39035,5501,5377,10878
12086,39035,5287,5583,10870
04013,47157,5296,5568,10864
26163,33015,5321,5538,10859
47065,48439,5426,5397,10823
08031,35049,5430,5378,10808
04019,06081,5155,5634,10789
18097,25025,5372,5416,10788
09003,12099,5702,5070,10772
37119,45013,5480,5287,10767
12071,18097,5084,5675,10759
11001,32003,5495,5261,10756
12011,53033,4873,5870,10743
47009,48201,5430,5312,10742
29165,55079,5434,5270,10704
11001,21111,5356,5336,10692
46099,48439,5291,5364,10655
37119,40109,5414,5236,10650
06081,41017,5271,5378,10649
35001,48453,5171,5467,10638
26081,37119,5236,5400,10636
53033,53077,5029,5595,10624
34013,36067,5297,5324,10621
32003,40143,5197,5407,10604
39113,42101,5095,5501,10596
06073,19155,5744,4843,10587
04013,06029,5433,5147,10580
06001,32031,5719,4851,10570
08031,29077,5159,5405,10564
06019,49035,5261,5291,10552
16001,48439,5367,5166,10533
50007,51107,5405,5126,10531
12057,36029,5087,5438,10525
06019,06081,5451,5065,10516
12095,34021,5106,5402,10508
06085,16001,5382,5125,10507
34013,47157,5302,5195,10497
17031,18163,5305,5189,10494
12057,34001,5171,5321,10492
51087,51107,5117,5371,10488
12095,42129,5185,5296,10481
29189,55079,4017,6457,10474
17031,42079,5179,5294,10473
48029,48141,5592,4880,10472
37119,42077,5373,5093,10466
06073,48141,5032,5431,10463
48309,48439,5328,5134,10462
53017,53033,5413,5018,10431
34013,36001,4672,5741,10413
42101,55079,5154,5258,10412
17031,37021,5289,5112,10401
24003,45051,5202,5184,10386
04019,49035,5181,5203,10384
41051,48453,5228,5133,10361
01045,13063,5122,5210,10332
08031,47009,5158,5162,10320
29165,51107,4931,5387,10318
06067,37119,5383,4929,10312
26163,45019,5212,5086,10298
08041,48201,5286,5009,10295
26163,39113,5000,5294,10294
13063,18141,5080,5197,10277
12057,53033,4747,5520,10267
37119,37147,5000,5261,10261
06079,06081,5296,4949,10245
09003,45051,5019,5176,10195
08031,51710,5055,5131,10186
12071,34001,4681,5504,10185
11001,36001,5074,5106,10180
37081,42101,5177,5002,10179
36071,42101,5183,4994,10177
27053,27109,4867,5266,10133
08031,41017,5242,4851,10093
06081,29189,3740,6327,10067
16013,49035,5200,4857,10057
06073,12086,5095,4962,10057
01073,12057,5740,4312,10052
06071,12095,4948,5089,10037
06085,24003,4737,5297,10034
01073,26163,4943,5089,10032
13063,37133,5015,5017,10032
18097,48113,5128,4903,10031
08031,08085,4869,5132,10001
19113,27053,5068,4915,9983
04019,06085,4394,5575,9969
11001,40109,5018,4942,9960
06019,06073,5050,4908,9958
22051,37183,4774,5177,9951
21067,48439,5168,4758,9926
08077,48439,5171,4735,9906
18097,29165,4489,5414,9903
34013,37081,4975,4924,9899
06037,12057,4895,4997,9892
09003,12071,5408,4480,9888
44003,51107,5081,4801,9882
12011,51107,4913,4964,9877
06037,19155,4672,5200,9872
49035,49053,4721,5131,9852
19153,37119,4960,4891,9851
11001,36119,5044,4807,9851
19155,53033,4750,5081,9831
04013,51107,5028,4788,9816
41051,53061,4875,4929,9804
21111,42101,4929,4857,9786
08031,48329,4822,4943,9765
11001,36067,4394,5364,9758
09009,42101,4895,4843,9738
13063,28087,4819,4905,9724
06037,06079,4841,4871,9712
12015,21015,4745,4964,9709
01089,11001,4689,5015,9704
12117,18097,4721,4975,9696
45083,51107,4827,4865,9692
42003,53033,4863,4812,9675
17031,51770,4801,4843,9644
08067,48439,4963,4676,9639
06065,41051,4610,5016,9626
06067,24003,4885,4739,9624
12031,51107,5040,4572,9612
13063,13215,4828,4737,9565
20173,32003,4762,4771,9533
12086,18097,4780,4717,9497
36029,51107,4886,4607,9493
53033,53071,4794,4690,9484
12086,42003,4618,4864,9482
25025,29165,4845,4625,9470
04013,46099,4539,4929,9468
36067,51107,4658,4796,9454
12057,55079,4195,5255,9450
08031,16019,4500,4936,9436
48201,48303,4629,4799,9428
06023,06081,4658,4725,9383
40031,48439,4558,4822,9380
12086,39049,4579,4796,9375
26081,34013,4781,4591,9372
06037,47157,4609,4736,9345
42101,49035,4457,4880,9337
04013,20173,4735,4602,9337
26163,37081,4562,4736,9298
06001,47037,4640,4647,9287
29019,48439,4349,4911,9260
48423,48439,4759,4484,9243
11001,48453,4440,4787,9227
48113,55079,4513,4698,9211
36081,51003,4657,4553,9210
08031,48303,4534,4675,9209
42027,42101,4591,4613,9204
12073,48439,4362,4808,9170
11001,19155,4628,4541,9169
17031,55063,4475,4680,9155
24003,34013,4208,4932,9140
12103,37025,4526,4606,9132
48041,48439,4567,4564,9131
19155,34013,4604,4518,9122
13063,45013,4447,4663,9110
17031,34021,4469,4621,9090
28047,48439,4655,4431,9086
13063,22073,4473,4612,9085
12015,18097,4349,4735,9084
37119,48113,4655,4422,9077
13063,22079,4483,4591,9074
12011,45051,4354,4714,9068
06037,42003,4417,4597,9014
09003,12086,4576,4429,9005
12071,39049,4215,4781,8996
13063,34021,4380,4586,8966
11001,23019,4337,4627,8964
06065,49035,4368,4585,8953
33015,51107,4552,4399,8951
12095,41051,4209,4735,8944
29077,37119,4416,4526,8942
11001,41051,4285,4639,8924
12117,26081,4278,4631,8909
25025,48113,4553,4354,8907
42101,47157,4442,4450,8892
26163,50007,4458,4408,8866
41039,41051,4332,4506,8838
20173,27053,4550,4283,8833
11001,39113,4421,4408,8829
12103,47009,4437,4378,8815
06081,29165,4461,4350,8811
42101,45083,4498,4312,8810
41039,49035,4369,4441,8810
08031,53021,4330,4469,8799
22051,49035,4386,4402,8788
39035,55079,4747,4024,8771
35001,36081,4401,4367,8768
12057,33015,3997,4771,8768
34001,45051,4376,4388,8764
34013,37021,4446,4280,8726
29189,51107,4540,4179,8719
53033,53075,4298,4420,8718
22017,48201,4515,4193,8708
36081,37129,4302,4403,8705
06067,29189,4225,4472,8697
08031,36067,4033,4659,8692
37183,48113,4071,4608,8679
08031,30029,4086,4589,8675
06001,22051,4134,4537,8671
28047,37119,4334,4319,8653
12095,51710,5296,3332,8628
37183,49035,4297,4331,8628
36081,55025,4267,4359,8626
29189,41051,3799,4815,8614
21111,34013,4109,4497,8606
12086,24003,4213,4381,8594
06081,18097,4544,4038,8582
22033,37119,4243,4336,8579
12057,21111,4263,4309,8572
04013,53061,4138,4423,8561
13063,55087,4235,4314,8549
41051,51107,4242,4302,8544
06083,48439,4418,4100,8518
36081,45083,4231,4275,8506
24003,47157,4287,4217,8504
01089,08031,4203,4289,8492
27053,40109,4269,4219,8488
06067,53063,4024,4441,8465
24045,42101,4538,3922,8460
42101,48113,4861,3592,8453
06079,08031,4059,4392,8451
41029,49035,4221,4226,8447
12011,36001,4082,4362,8444
01089,17031,4348,4069,8417
12091,17163,4258,4156,8414
29189,42003,4424,3983,8407
04013,22051,4854,3539,8393
06071,48113,4038,4348,8386
06085,47037,4644,3726,8370
04013,36029,3639,4726,8365
09003,29189,4183,4180,8363
12117,21067,4200,4153,8353
17031,45051,3973,4354,8327
30049,49035,4236,4089,8325
12011,29165,3709,4612,8321
32003,53061,4067,4227,8294
39049,48113,3944,4338,8282
06067,48113,4058,4222,8280
12086,53033,3913,4362,8275
06071,17031,4140,4133,8273
04013,40143,4130,4120,8250
12057,29165,4219,4010,8229
17031,54039,4248,3970,8218
08031,45083,3977,4217,8194
04013,21111,3942,4231,8173
12091,21015,4171,4001,8172
12099,26163,4084,4082,8166
12057,36001,3913,4247,8160
06037,40109,3911,4233,8144
04013,21015,4048,4083,8131
06001,29189,3902,4228,8130
26163,42027,4207,3921,8128
47009,51107,4014,4097,8111
45083,48201,4096,3988,8084
19153,48201,4178,3888,8066
12031,48113,4143,3916,8059
05007,36081,3962,4085,8047
27053,53021,3952,4086,8038
01101,48439,4091,3941,8032
27053,35001,4064,3966,8030
12086,51710,3852,4176,8028
08031,36029,4132,3894,8026
12095,36055,3292,4730,8022
12071,29189,3720,4290,8010
08031,31109,3893,4108,8001
19155,36081,4020,3974,7994
48439,48479,4092,3900,7992
17031,30031,3876,4106,7982
01089,48201,3957,4024,7981
26081,36081,3997,3980,7977
01073,36081,3996,3978,7974
20161,48439,3999,3963,7962
34013,47009,4051,3895,7946
06073,12057,4049,3888,7937
27053,39113,4183,3744,7927
32003,48215,3841,4065,7906
35005,48439,3954,3929,7883
37119,45041,3897,3963,7860
12011,27053,3911,3949,7860
12081,25025,3468,4379,7847
34013,45083,3849,3997,7846
06073,22051,3704,4136,7840
28047,48201,3993,3835,7828
06073,53061,3765,4059,7824
18097,49035,3923,3889,7812
30111,53033,3843,3963,7806
06083,53033,3773,4023,7796
12081,17031,3637,4151,7788
12071,42003,3823,3963,7786
37119,50007,3734,4050,7784
37119,55025,3799,3980,7779
13063,50007,3817,3957,7774
06067,51107,3446,4321,7767
04013,49053,3853,3903,7756
27053,31109,3884,3869,7753
12005,48439,3753,3995,7748
12011,37025,3798,3932,7730
42003,48113,3835,3887,7722
48113,49035,3726,3983,7709
13063,13185,3860,3848,7708
13051,51107,3771,3931,7702
08031,53061,3888,3803,7691
06059,26163,3996,3687,7683
42129,45051,3691,3944,7635
41017,49035,3677,3955,7632
11001,36029,3738,3876,7614
26163,48113,3807,3798,7605
06019,41051,3646,3949,7595
04013,41039,3696,3898,7594
13063,33015,3671,3918,7589
01073,42101,3785,3803,7588
21111,32003,3752,3825,7577
16077,49035,3798,3775,7573
18163,48439,3821,3737,7558
01073,24003,4002,3544,7546
27053,48113,3996,3548,7544
19155,48113,4038,3496,7534
12011,47009,3727,3795,7522
12117,42043,3672,3842,7514
06037,55079,3378,4129,7507
06037,06083,3528,3976,7504
04013,08041,3559,3935,7494
26163,36007,3718,3750,7468
13051,48201,3648,3795,7443
24003,40109,3967,3470,7437
37081,51107,3690,3743,7433
26163,36109,3607,3822,7429
06081,06089,3577,3824,7401
08077,49035,3745,3632,7377
13063,13095,3646,3728,7374
06085,26163,3694,3677,7371
29165,35001,3295,4071,7366
12057,49035,4028,3334,7362
11001,45083,3853,3502,7355
27053,51087,3846,3507,7353
04013,38017,3296,4052,7348
26163,42049,3611,3733,7344
13063,13127,3685,3658,7343
37129,42101,3719,3611,7330
08031,30013,3753,3573,7326
13063,17143,3673,3648,7321
45063,51107,3579,3741,7320
06085,53061,3497,3810,7307
40109,49035,3617,3686,7303
12033,42101,3609,3678,7287
12005,48113,3629,3652,7281
42043,51107,3867,3411,7278
12031,27053,3660,3592,7252
12086,29165,3635,3613,7248
39049,49035,3665,3581,7246
48201,51087,3505,3740,7245
46103,48439,3899,3345,7244
13063,55009,3552,3683,7235
48201,48375,3948,3284,7232
12033,12086,3637,3581,7218
17031,17113,3399,3814,7213
11001,51710,3633,3549,7182
12073,12086,3572,3596,7168
36001,51107,2986,4181,7167
18003,26163,3456,3710,7166
16083,49035,3627,3539,7166
09003,37183,3560,3578,7138
01101,37119,3337,3776,7113
17031,23019,3306,3806,7112
12033,48113,3436,3675,7111
08031,38101,3521,3590,7111
36109,42101,3626,3480,7106
17161,48439,3774,3326,7100
12071,36119,3333,3755,7088
17031,42049,3486,3590,7076
05119,32003,3575,3496,7071
48439,53063,3448,3616,7064
24003,26081,3560,3498,7058
25025,36067,3526,3529,7055
26163,42077,3617,3412,7029
11001,36055,3491,3530,7021
06019,17031,3413,3589,7002
34013,44003,3577,3417,6994
17031,20161,3522,3466,6988
19113,37119,3682,3301,6983
01073,11001,3576,3406,6982
17143,48439,3396,3586,6982
11001,45063,3512,3462,6974
06073,53063,4883,2082,6965
29165,48029,3817,3146,6963
06067,34013,3543,3420,6963
06067,26163,3596,3364,6960
17031,53063,3614,3345,6959
12095,39153,3440,3508,6948
06001,39049,3616,3329,6945
16069,49035,3497,3448,6945
51003,51107,3300,3644,6944
17031,19061,3442,3500,6942
48041,48201,3598,3327,6925
04013,08067,3310,3610,6920
36103,42101,3543,3375,6918
17031,46103,3189,3729,6918
19155,49035,3497,3405,6902
12011,36029,3261,3640,6901
17031,45063,3635,3256,6891
05091,48439,3492,3391,6883
23019,34013,3678,3196,6874
26163,42079,3514,3350,6864
04013,35049,3269,3593,6862
27053,55073,3274,3588,6862
45019,48113,3330,3508,6838
18003,48439,3442,3393,6835
18163,26163,3409,3413,6822
42101,47009,3546,3274,6820
06085,34013,3439,3380,6819
42079,42101,3564,3254,6818
36109,51107,3434,3383,6817
12086,21111,3357,3451,6808
42027,51107,3423,3355,6778
12081,21015,3266,3497,6763
29165,48453,2953,3799,6752
49035,51107,3476,3267,6743
11001,19153,3387,3326,6713
21111,48113,3552,3159,6711
37183,42003,3233,3469,6702
04005,48439,3244,3456,6700
06037,09003,3376,3319,6695
13063,27109,3264,3426,6690
39049,53033,3310,3366,6676
18141,48439,3293,3378,6671
12103,26081,3074,3591,6665
06059,48113,3369,3288,6657
29097,48439,3333,3299,6632
12099,44003,2942,3689,6631
27053,40143,3318,3300,6618
06085,35001,3210,3393,6603
48439,48485,2995,3597,6592
08031,39113,3299,3275,6574
06097,53033,3318,3243,6561
04013,05119,3089,3470,6559
29165,37183,3117,3442,6559
32003,48303,3362,3172,6534
42003,49035,3267,3263,6530
37119,54099,3254,3270,6524
12011,36103,3233,3280,6513
17113,48439,3182,3317,6499
11001,47009,3213,3269,6482
30013,49035,3323,3156,6479
34013,45051,3192,3284,6476
21015,48453,3139,3318,6457
42077,42101,3528,2919,6447
17031,26145,3076,3367,6443
38017,48439,3445,2983,6428
45019,53033,3003,3424,6427
06029,08031,3188,3223,6411
06085,25025,3224,3183,6407
06001,24003,4610,1796,6406
08031,38105,3122,3283,6405
12005,37119,3091,3310,6401
36081,45063,3354,3039,6393
12086,48029,3186,3203,6389
17143,37119,3321,3064,6385
51107,51770,3088,3286,6374
25025,45051,3236,3135,6371
12086,51107,3239,3130,6369
18003,37119,3181,3180,6361
42101,51700,3031,3279,6310
42101,45063,3442,2847,6289
13063,34001,2889,3376,6265
17031,39095,2945,3314,6259
11001,12033,3369,2858,6227
11001,12071,3177,3041,6218
17031,19193,3084,3121,6205
26081,48201,3212,2990,6202
18141,37119,3068,3129,6197
22079,48439,3137,3044,6181
32003,48329,3185,2989,6174
27053,30029,3069,3095,6164
06081,39049,2719,3409,6128
13063,46099,2960,3144,6104
06081,53063,2950,3118,6068
39035,49035,3052,3007,6059
06073,12011,2759,3297,6056
06037,40143,3020,3028,6048
26163,40109,3231,2778,6009
12057,48029,3488,2487,5975
17031,47065,2974,2998,5972
39035,45051,2912,3020,5932
01089,12095,3063,2866,5929
12057,47157,2995,2917,5912
06037,08041,2653,3257,5910
26163,47065,2975,2929,5904
49035,55079,3036,2861,5897
22019,48201,2986,2905,5891
06071,36081,2910,2979,5889
12086,51087,2894,2995,5889
06037,36029,2920,2943,5863
06001,12095,1756,4089,5845
22051,29165,3925,1917,5842
21015,37183,2945,2896,5841
12086,47157,2779,3062,5841
17031,17167,2908,2899,5807
05007,06037,2988,2807,5795
38015,48439,2979,2806,5785
12011,48029,3297,2478,5775
22079,48201,3058,2704,5762
12081,39035,2673,3058,5731
12057,34021,2931,2777,5708
08041,48029,2878,2828,5706
26081,32003,3000,2697,5697
12117,37025,2859,2832,5691
48245,48439,2886,2797,5683
48439,56039,2389,3290,5679
32003,48375,2811,2852,5663
22019,48439,2758,2902,5660
27053,36029,2911,2745,5656
21067,42101,2715,2939,5654
26081,42101,2943,2703,5646
12086,37081,2765,2880,5645
06001,48453,2620,3016,5636
37119,39095,2996,2637,5633
37129,48439,2853,2772,5625
12015,18003,2580,3041,5621
06083,32003,2767,2826,5593
36063,45051,2728,2856,5584
08031,56005,2752,2828,5580
11001,13051,2815,2757,5572
05007,27053,2755,2813,5568
04013,46103,2729,2839,5568
06071,48453,2815,2738,5553
12031,32003,2768,2784,5552
27053,46013,2798,2737,5535
22073,48439,2788,2744,5532
12086,47009,2681,2843,5524
08031,56029,2582,2921,5503
21111,51107,2792,2710,5502
12011,42129,2661,2817,5478
37021,51107,2687,2726,5413
31079,48439,2735,2674,5409
08041,49035,2715,2693,5408
27053,36067,2743,2661,5404
04005,08031,2724,2667,5391
